cluster_id,R_eta,n_pairs,tokens_en
globalvoices-v2018q4-doc-f5988fc5620d4ba4,0.9908046238639301,9,282.0
globalvoices-v2018q4-doc-f720b9e234ae9517,1.186577607543753,7,172.0
globalvoices-v2018q4-doc-f7d6111653aaaa90,0.9832950413779242,29,708.0
globalvoices-v2018q4-doc-f7e599af0692a00a,0.9236620374683848,67,1210.0
globalvoices-v2018q4-doc-f82ce4121dba7659,0.8653438566872981,20,336.0
globalvoices-v2018q4-doc-f8654452d9672369,0.9391879627953025,25,618.0
globalvoices-v2018q4-doc-fa1d357fb2afe96b,0.8962665020033179,11,318.0
globalvoices-v2018q4-doc-fa1d70c02ac8aa21,1.0406050657600978,18,538.0
globalvoices-v2018q4-doc-fa2522f2e5c8c98f,0.8976821635200358,26,554.0
globalvoices-v2018q4-doc-fa35b8a294755a94,0.8974087100829542,37,713.0
globalvoices-v2018q4-doc-fc0db006e46780f1,0.9744591177745721,27,630.0
globalvoices-v2018q4-doc-fd84459abe32aebf,0.881331234358246,29,746.0
globalvoices-v2018q4-doc-fe5eb8e65cf96b0b,0.9336248931341243,5,142.0
globalvoices-v2018q4-doc-ff0156d85a976db6,0.9061201131863695,18,370.0
globalvoices-v2018q4-doc-ff3f1bef7737a1f9,0.8488720419642327,22,318.0
