split,held_R_eta,held_R_T,held_C_K,pilot_R_eta,R_eta_upper95,R_T_lower95,C_K_upper95,pass_R_eta,pass_R_T,pass_C_K,pass_all
54,0.9427283219585926,1.3915098658609166,0.867600490216238,0.949026457847728,0.9498764387063695,1.3760371772266453,0.8729471535105334,True,True,True,True
55,0.9451096805432905,1.3855161417525332,0.8668159825770606,0.9385907816791975,0.9520848716458157,1.3699526834865627,0.8724710662058127,False,True,True,False
56,0.9450639374501841,1.3775138076196953,0.8684123160215539,0.9393748758873679,0.9517279537667677,1.3622406913557248,0.8734369835042863,False,True,True,False
57,0.9462880931664956,1.3871877823438548,0.8657066379806622,0.9344487118741033,0.9534345564056702,1.3722995240014935,0.8702243711493215,False,True,True,False
58,0.9395852465858808,1.3887122609455393,0.866979491615767,0.9585863700993913,0.9464278767194542,1.373131560890864,0.8724227901913948,True,True,True,True
59,0.9479804585909839,1.3759902962685169,0.8681165653838455,0.9285491055296481,0.9554718188692766,1.3611038000344207,0.873499942774069,False,True,True,False
60,0.939839756140225,1.395432706290208,0.868120050020842,0.9607561713505879,0.9467310101650603,1.3799020072000747,0.8737460371170972,True,True,True,True
61,0.9438903530058511,1.384691338295055,0.8658747202288456,0.9440927742022327,0.9512512314897897,1.3685996739781585,0.8706647865167471,False,True,True,False
62,0.9474352015653396,1.3808834859525616,0.8704816583117896,0.9306627955273549,0.9543250778551661,1.3653966471138876,0.8758651955968993,False,True,True,False
63,0.9425067384221375,1.385772874637706,0.865812979733891,0.9500237448346828,0.9500365996406456,1.370233094316327,0.870513594056366,False,True,True,False
64,0.9435953542439972,1.3913190359846772,0.8669698914287697,0.9448959510066203,0.9503504721319112,1.3763081193972513,0.8725758149439287,False,True,True,False
65,0.9400314499073159,1.3858922117089119,0.8677511254339773,0.9608583971054115,0.9474984112892605,1.3706129422746316,0.8732949563356937,True,True,True,True
66,0.9440715613185985,1.3853996854820592,0.865777700162991,0.9432368167613756,0.9509549279246828,1.3702511170234395,0.8706591581670158,False,True,True,False
67,0.942950106727974,1.3874749335447465,0.8633856133908652,0.9476996123107421,0.9499672526758663,1.371163718148092,0.8681715800994725,True,True,True,True
68,0.9421179395307292,1.3887798100880668,0.867208750506395,0.951646934491729,0.949352522881718,1.373781365626691,0.8725016317315043,True,True,True,True
69,0.9434547840439576,1.3877821819233451,0.8690128874614887,0.9459886827016234,0.9503549926047693,1.3735329472003677,0.8738664934208131,False,True,True,False
70,0.9458576498409006,1.3818689648738163,0.8631263582083254,0.9362039809509438,0.9529406012323169,1.3671561809326471,0.8676244162839941,False,True,True,False
71,0.9393282631025202,1.3927970827722909,0.8664085871599222,0.9634027922202135,0.9459975286154386,1.37731049532821,0.871957872820489,True,True,True,True
72,0.9461878925074407,1.3820562178208637,0.8678964281818716,0.934699815167822,0.9533136239079993,1.366503046677803,0.8729445931817607,False,True,True,False
73,0.9462159132604261,1.3809608446048025,0.8667215808418172,0.9355717736734528,0.9528701306561728,1.3664532316436915,0.8711806844146291,False,True,True,False
74,0.9417906959250447,1.3840068344860676,0.868355853951396,0.9523684060229045,0.9488019866238975,1.368435369436084,0.8739226094966566,True,True,True,True
75,0.9479029943382606,1.3777118629075533,0.867851440947477,0.9291206907439272,0.9548870420647941,1.361914358226844,0.8731942554609918,False,True,True,False
76,0.9398630339083264,1.3883615030032128,0.8681071465941195,0.9647017622889421,0.9467238749411284,1.3730000622466196,0.8732691104699836,True,True,True,True
77,0.9447900063280112,1.3920467050469714,0.8697263967247492,0.9400433440835768,0.9518397788406313,1.377165333198071,0.8750421479197764,False,True,True,False
78,0.9394796194816064,1.381951933678357,0.865608719346049,0.9590922103066056,0.9462458008905507,1.366909000911207,0.8707460589475841,True,True,True,True
79,0.9425633549730855,1.38689000140364,0.8660810674043586,0.9491024277048884,0.949672928913394,1.3723832927338366,0.8716398900438436,True,True,True,True
80,0.9445395111577826,1.3784598796151477,0.8698946590279061,0.9416108366129864,0.9516641207433655,1.3624261879967905,0.8754748130488686,False,True,True,False
81,0.9425244322779738,1.3914013443772644,0.8681851862705287,0.9495009825913003,0.9492664382252856,1.3771338011855911,0.8736597127317806,True,True,True,True
82,0.9453027166212116,1.3864819853631076,0.8674006276593045,0.938510049193843,0.9520971639611716,1.371182781572617,0.8730905320212754,False,True,True,False
83,0.9442928677418352,1.3869849017386937,0.8663579727226806,0.9423485862358975,0.9508950183147308,1.3731074915185701,0.8717917316038282,False,True,True,False
84,0.9444433893299156,1.3881034300543689,0.8675487164737182,0.9417376183220831,0.9514455734001638,1.3724837835499215,0.8725708256294866,False,True,True,False
85,0.9455698610541932,1.3797075030036874,0.8694029530615922,0.9379036656670983,0.9522356883948849,1.3656559503444183,0.8745762510705544,False,True,True,False
86,0.9465306565326119,1.3846913691110936,0.8667617827785794,0.9312465452887575,0.9540953838915898,1.3692094937765873,0.8721897151436699,False,True,True,False
87,0.9480410398721255,1.3850417789678275,0.8689300219608774,0.9281541002187127,0.95513188470245,1.3695079632537963,0.8743574288088675,False,True,True,False
88,0.9439526339495553,1.3910212031963203,0.8635604443807098,0.9439674229237878,0.9513225254754397,1.3768646336394514,0.868616939664901,False,True,True,False
89,0.941420340528166,1.3917049326025774,0.8670072588713625,0.9532107506872464,0.9481221592728766,1.376382162795269,0.8723285878291116,True,True,True,True
90,0.9430940994137469,1.389029565136957,0.8684083474149484,0.9472589172671766,0.9496082703759172,1.375160420339389,0.8734918203326919,True,True,True,True
91,0.9467673308951171,1.3843650525492148,0.8674836538338022,0.9334390848846283,0.9542984943796701,1.3686126533849075,0.8724581825870944,False,True,True,False
92,0.9435664254672339,1.3869946009403313,0.8658613234111022,0.9452473434338946,0.9508346814818046,1.3717427014281958,0.8710422302841948,False,True,True,False
93,0.9418599061639912,1.3874281416826668,0.865842641261498,0.9531451880308551,0.9489901999333792,1.3719068901466147,0.8708306527888213,True,True,True,True
94,0.9420161193818318,1.3930653466740173,0.8645579852310905,0.9513043612469356,0.94910319758425,1.377550614273335,0.8691981619638711,True,True,True,True
95,0.945435687329776,1.3852072724685964,0.8661885035434284,0.9382854315605048,0.9531510958121746,1.3699057767959797,0.8714962469931617,False,True,True,False
96,0.9457050325697861,1.392101887164841,0.8663225139273443,0.9368693120274098,0.9524584315342317,1.378157652490249,0.8715053228990479,False,True,True,False
97,0.9426867573589676,1.3897067099502989,0.8661437797054499,0.9483962254639263,0.9500359535179881,1.375260050819432,0.8713623479871317,False,True,True,False
98,0.9451493455742871,1.3818389811712795,0.8695154505060062,0.938975513256557,0.9523174096123639,1.3665418907105353,0.8744156227392818,False,True,True,False
99,0.9418690679542117,1.385975406347417,0.8686040817681575,0.9528431354993967,0.94889932604819,1.37035657382649,0.8737141202206737,True,True,True,True
100,0.9430124063529753,1.3837946711169937,0.8640575226023238,0.9478769707975226,0.9501070739208437,1.368898850275573,0.8689984417160603,False,True,True,False
101,0.941313681945672,1.3936144383295566,0.8668867936268267,0.9548240779411952,0.9488556619702142,1.3790210449475861,0.8721048938859614,True,True,True,True
102,0.9423712590804818,1.3881027860051833,0.867328185102916,0.950257344436708,0.9492779649050068,1.3732250891358218,0.8727949051239635,True,True,True,True
103,0.9402235211654636,1.3921666120484106,0.866786528892749,0.9615906477793816,0.9470641766874022,1.3776020433510678,0.872215415896321,True,True,True,True
104,0.9449504572092507,1.3820418773591625,0.8671965919875635,0.9401393904952644,0.9517477089730055,1.367223414159246,0.8721744087637845,False,True,True,False
105,0.9386240621076759,1.3925993588021421,0.8661616486394952,0.9630931856929287,0.9458443599845443,1.3768123658153544,0.8713606308904777,True,True,True,True
106,0.9435082929534516,1.3883672525439408,0.8671272466809922,0.9455435137557606,0.9503040403047206,1.3723382170258371,0.8723583336862409,False,True,True,False
107,0.9427170775206389,1.3826162879276196,0.8688953968866153,0.9488795922224738,0.9495114492996474,1.367496507204198,0.8745767872501952,True,True,True,True
108,0.9413465145934672,1.3899513441954026,0.8678082248262099,0.9551552425136173,0.9484169696963363,1.3746491289727207,0.8733754025311788,True,True,True,True
109,0.9442361619307732,1.3832669047742292,0.871335911188724,0.9425194689354175,0.9509428348304131,1.3680028684103982,0.8761248504644922,False,True,True,False
110,0.9444941673922448,1.378969625737463,0.8677432158599511,0.9411286182611401,0.9513991220711797,1.3635530896777661,0.8731958695357291,False,True,True,False
111,0.9434768272340244,1.390851166570483,0.8666263029984842,0.9455936908738994,0.9507680867908449,1.3768400698808554,0.8716146800044037,False,True,True,False
112,0.942343481428681,1.3831205217163227,0.868931662241837,0.9497522196034195,0.9491382411036493,1.3686529861401924,0.8743419146637695,True,True,True,True
113,0.9418336779676527,1.3881337994672756,0.8667469043529659,0.9514310169093464,0.9489244976574249,1.3730223944796893,0.8718078016288798,True,True,True,True
114,0.9464215112684936,1.3828733314794215,0.8639142001298729,0.9336716037998594,0.9537463378170014,1.3661812145843155,0.8687096368335083,False,True,True,False
115,0.9425877786213763,1.3884749305665651,0.8687808446844592,0.9489758312615841,0.94973883195085,1.372893312601337,0.8739575775400406,True,True,True,True
116,0.9465506117072886,1.3810250577407412,0.8708510343262698,0.9332635251604701,0.9540440132277629,1.3655607260983982,0.8761591310973019,False,True,True,False
117,0.9448275551368628,1.3751500354229975,0.8668304480001362,0.9402463529244812,0.9520712762869397,1.3597571349204356,0.8725482357398852,False,True,True,False
118,0.9449730926205399,1.386445998002568,0.8674611015065449,0.9391390486531169,0.9523411349287969,1.3721655730909352,0.8728566199674487,False,True,True,False
119,0.941097124901295,1.391291259385182,0.8678274298175277,0.9545880011020964,0.9483994577766587,1.3757448490903137,0.873146073060285,True,True,True,True
120,0.943651627248253,1.38851668577288,0.8666121791946364,0.9449176476647373,0.9503721964015778,1.3738205940995867,0.8721206364191293,False,True,True,False
121,0.945598137139196,1.394331321693463,0.8669786151469847,0.9371130757664685,0.9527944657980805,1.3792027312064898,0.8721873923149634,False,True,True,False
122,0.944695755573826,1.3872762361836632,0.8655771411786783,0.9401852349713804,0.9510570360037168,1.3730291696016428,0.87073816564008,False,True,True,False
123,0.9411457992844715,1.3878973486459663,0.867199790782156,0.9568813265725918,0.9479145916319659,1.3725782703156588,0.8722255903251876,True,True,True,True
124,0.9466961409014542,1.380463317723854,0.8668251418781454,0.9336301602305895,0.9538678307507434,1.3654328289290092,0.8722187092041321,False,True,True,False
125,0.9474034890789593,1.3894285679935559,0.8648723484340456,0.9321993604966942,0.9538233702695178,1.3741467659047606,0.8699453406319089,False,True,True,False
126,0.9438294361246309,1.3842487227124942,0.8663803408228233,0.9441427743141724,0.9513309633189435,1.369213313877801,0.8715162825496869,False,True,True,False
127,0.9461583098255337,1.3852652865368795,0.8686015200062681,0.9339439720179051,0.9532553674488974,1.369660182327638,0.8738667514271319,False,True,True,False
128,0.9437182286796392,1.3868104844818945,0.8659705443620396,0.9446221804354417,0.9511462029991932,1.3720301534729173,0.8714610591831032,False,True,True,False
129,0.9442776598304071,1.3829302202534068,0.868203834099882,0.9419425909830187,0.9513006604019587,1.3676697255578947,0.8734981659956002,False,True,True,False
130,0.9415761485187543,1.390621779457231,0.8694325733059954,0.9541885193340757,0.9487525883454139,1.3759498628036508,0.874733838121283,True,True,True,True
131,0.9439127771028606,1.3818239962787453,0.870113148161395,0.9439310064562689,0.9506002975200171,1.3668928282103447,0.8754392200510317,False,True,True,False
132,0.9427536897532651,1.3805790708422796,0.8683071942232637,0.9482987290111157,0.9498573162461379,1.3645687846971326,0.873489565899627,True,True,True,True
133,0.9471754219280828,1.3800543319638086,0.8667255039125413,0.928214084467838,0.9544087359986076,1.3645853635470395,0.872158889446875,False,True,True,False
134,0.9435142731633894,1.3830865786932733,0.8680385296244276,0.9455934609059502,0.9507607148668318,1.3673683795662017,0.8735237910001035,False,True,True,False
135,0.9431070957893672,1.3879456903980065,0.8688482641743712,0.9470843058610723,0.9501063395876029,1.3733123284463338,0.8743823608650256,False,True,True,False
136,0.9415789726391496,1.390265109737808,0.8684267965077233,0.9532058908022796,0.9485127712793632,1.374654848224505,0.8737015359368046,True,True,True,True
137,0.9465470470416352,1.3855022669311419,0.8688584661664387,0.9341536759232283,0.9535834093292412,1.3703011198149453,0.8745412341093588,False,True,True,False
138,0.9452370157319638,1.3961155017724285,0.8651945356492744,0.9391127111077933,0.9519769205166206,1.3822906325680508,0.8699409058799381,False,True,True,False
139,0.9433850198201261,1.3925404398929362,0.8651356749483959,0.9459634106089738,0.950274419096079,1.3778885215501746,0.8702536819420071,False,True,True,False
140,0.9439797008318963,1.387532288825049,0.8673745014201641,0.9436039744460626,0.9499265431689856,1.3723651981477818,0.8726873939486085,True,True,True,True
141,0.945632765430302,1.3791445574741286,0.8678513731825525,0.9373235396141687,0.9525394560831854,1.3635748630208708,0.873177729115729,False,True,True,False
142,0.9431894054267741,1.3845753978681352,0.8690037585454305,0.9470417937302025,0.9506062013896505,1.369083726949137,0.8745962560106987,False,True,True,False
143,0.9427479990675977,1.3804945448708026,0.8688774450766228,0.9487195843714852,0.9495745883734228,1.36527136217834,0.8741223897241075,True,True,True,True
144,0.9444214694149273,1.387948809897351,0.8670340317306527,0.9413334693092877,0.951371461335214,1.3724464082516925,0.8726815270312758,False,True,True,False
145,0.9410607910485508,1.3924363033764389,0.8654414233677472,0.9544814974826602,0.9486739083936749,1.3773045136357422,0.8706379017516676,True,True,True,True
146,0.9413338605332007,1.3870157798035057,0.8689431628445837,0.95351457927742,0.9480215597859439,1.3719498552782412,0.874505384824963,True,True,True,True
147,0.9414229081722287,1.3801457121232255,0.8674631714229499,0.9543694598025171,0.9485507030395884,1.3644445815805333,0.8729643690711069,True,True,True,True
148,0.9422967146982871,1.389726765820804,0.8668106971855658,0.9505077756852803,0.94930734050951,1.3743612827965974,0.8715344439700244,True,True,True,True
149,0.9450411724866465,1.3766743115388733,0.8681366810475387,0.9384199998012065,0.9525765837636251,1.3611080388880306,0.8735006503401835,False,True,True,False
150,0.9446612639254413,1.387019890260631,0.8653620303865696,0.9405560893040522,0.9515754702648659,1.371659503751874,0.8708491811188311,False,True,True,False
