split,held_R_eta,held_R_T,held_C_K,pilot_R_eta,R_eta_upper95,R_T_lower95,C_K_upper95,pass_R_eta,pass_R_T,pass_C_K,pass_all
25,0.9426147730006649,1.387197515989618,0.8692086318500402,0.9483963446243231,0.9494812906096716,1.3719028913930547,0.8746287294121162,True,True,True,True
26,0.9452601417364673,1.3804802397713807,0.8651527965363593,0.9384148622253851,0.952220583542819,1.3657736094990873,0.8703707116360018,False,True,True,False
27,0.9427773336693541,1.3775393785580405,0.8673036048560551,0.9479251990014405,0.9498160631325445,1.3626267944432777,0.8727559236319469,True,True,True,True
28,0.9488028458247646,1.3829805949930507,0.8672687953186617,0.9255347312298624,0.9550435634162463,1.3679319469327667,0.8723619961062206,False,True,True,False
29,0.9435575759021207,1.3937532829609278,0.8660470972177355,0.9454570294837237,0.9510072359840084,1.3780463076730392,0.871319553172913,False,True,True,False
30,0.9476804507245316,1.386064845138954,0.8661552872079188,0.9292986812832201,0.9540684439180488,1.3708000763683843,0.87040967533402,False,True,True,False
31,0.94254431817691,1.389202709991761,0.8671507993736426,0.9489289179260789,0.9498280016065693,1.3730495942812626,0.8725533421888005,True,True,True,True
32,0.943236974217731,1.3837213874455836,0.8671778904508863,0.9470579678359166,0.9497613761086615,1.3686880963702417,0.8722792443056713,True,True,True,True
33,0.9436485455060772,1.3830894882190492,0.866539500739205,0.9449840986387701,0.9508784637714442,1.3666778034562947,0.8721587120889177,False,True,True,False
34,0.9467187864291786,1.3868797010265386,0.86694693397232,0.9335017679330142,0.9539974684693165,1.3707735268496515,0.8723783748489934,False,True,True,False
35,0.9443254596399808,1.3864529180682648,0.8676057652338415,0.9422562349811375,0.9513155695272814,1.3709751694461079,0.8731614255088187,False,True,True,False
36,0.9399879564047094,1.3879923133984007,0.8658525295201865,0.9596172368986858,0.9466561956400984,1.3716201967292656,0.8710456811627865,True,True,True,True
37,0.946535907440101,1.380940282617112,0.8671315805612259,0.9351587274137014,0.9540997361756554,1.365402081675341,0.8724688157794084,False,True,True,False
38,0.9459379760995374,1.3759661642316066,0.8657564483378528,0.9366168015502436,0.9531371974615583,1.3602397349099389,0.8716498056448949,False,True,True,False
39,0.9454573327098648,1.38207918044539,0.8677241373540644,0.9375689932327178,0.9524546129442509,1.3665152405628282,0.8728151240127937,False,True,True,False
40,0.9423984471699328,1.38880756671546,0.8674267962755925,0.9494653853140795,0.949921919821864,1.3729483937039777,0.8728869206223026,True,True,True,True
41,0.9446143302932475,1.3836883806993405,0.8664149293649706,0.9413392426528919,0.9507312438343251,1.3678306148276933,0.8715528611564741,False,True,True,False
42,0.9415232216977657,1.3823719987747696,0.8700213484917567,0.953570391054876,0.947637057365449,1.367425959251326,0.8750817977316099,True,True,True,True
43,0.9445707550195848,1.3887689364017766,0.8673433273504058,0.9410193029886395,0.9516663066493516,1.3740801803536027,0.872770703233551,False,True,True,False
44,0.9450663452726479,1.3834586029774514,0.8665774470031004,0.9391639069965136,0.9523066011341309,1.3703784177714138,0.8717895057696954,False,True,True,False
45,0.9421265253512127,1.394329328621908,0.8659405892418357,0.9523495572112087,0.9491559713368757,1.3797915602927187,0.8707102198079751,True,True,True,True
46,0.9406030206676742,1.388906778785688,0.8655138322630317,0.9548087421053,0.9474906774648801,1.3722615744160627,0.8711571457725128,True,True,True,True
47,0.9450584438668757,1.3857599679044685,0.8697323716993502,0.9395659421864729,0.9514630761181369,1.3716475170151066,0.8748182285629391,False,True,True,False
48,0.9415740141387284,1.3901704061014495,0.8663011972274732,0.9531764423071923,0.9490896353076614,1.3738685507500379,0.8716631549481656,True,True,True,True
49,0.940192269759149,1.3906555995464824,0.8673468053103133,0.9564570720184161,0.946718463113993,1.3750470867922508,0.872176075967498,True,True,True,True
50,0.9396527821415389,1.3924177726485862,0.8667583897623764,0.9621240082924453,0.9469031205793699,1.3781990275202571,0.8716627532814588,True,True,True,True
51,0.9446997079675215,1.386853150078406,0.8689422093632305,0.9405454348318462,0.9518232303008537,1.371879934911698,0.874384847770709,False,True,True,False
52,0.9425442844337918,1.386923486992027,0.8666579374197473,0.94917620937699,0.9492059585164183,1.3721109515904277,0.8719360425707324,True,True,True,True
53,0.9447842987119075,1.384480688117084,0.8622764213746721,0.9406023272941658,0.9517118263267894,1.3684111867620992,0.8674778971827216,False,True,True,False
