point_R_T,point_R_B,point_R_eta,point_C_K,R_T_lower95,R_B_ci90_low,R_B_ci90_high,R_eta_upper95,C_K_upper95,R_T_se,R_B_se,R_eta_se,C_K_se
1.3769387143907286,1.2855396324818888,0.9336215323502745,0.8829878034714465,1.36196092506801,1.2729871808920323,1.2972687876784301,0.9388861734432523,0.8898374811072393,0.008860560823352515,0.007383570295317587,0.0032840934195413995,0.003959123665393285
1.3825770780075917,1.2898538687279242,0.9329345099419055,0.8819700031166503,1.3670998065774262,1.2773650485720227,1.302703732366011,0.9384522843883961,0.8877103553924852,0.009508081783644649,0.007773051642616903,0.003386618980455969,0.0033407132472404307
1.359548261160379,1.2803021023727832,0.9417114044043137,0.8876007389756084,1.344383743971425,1.2671772764552245,1.29273157056091,0.9472519407302967,0.8936663791130883,0.009105454070037254,0.007826866976401127,0.0033869516157800533,0.0035954790056379176
1.383512495658056,1.2937199929430026,0.9350981628305826,0.8885622070186682,1.3687894374237175,1.2818205538285679,1.3072794161250827,0.9411376862872518,0.8953734339457391,0.009148552603980259,0.007873938622713758,0.0036503328848128415,0.003976700752989866
1.3517201221923356,1.2801742934566593,0.9470705306808357,0.8910406017938085,1.3355899403179399,1.2670568635703194,1.2938031105819623,0.9528154361732789,0.8994075832053243,0.009508995645521455,0.007998063651723793,0.003371191268588541,0.004672385783026875
1.3600196078431372,1.2931413410517438,0.9508255128045867,0.8926377935727571,1.3434305483074713,1.27904648372166,1.3071568429461162,0.9565670071360353,0.9010083868094091,0.009598469997239026,0.00846874587198636,0.0035008851766206036,0.004849191003543629
1.380753733329662,1.301832828280059,0.9428421570446986,0.8833113414808438,1.366322191191,1.2890321237828746,1.3141534290917567,0.9482866921223744,0.8891641689211075,0.008907383345610972,0.007530473073065902,0.003393270580742779,0.0033772248590265216
1.3786131446117407,1.2935909787935145,0.9383277563031136,0.8757854337118194,1.3643738073231537,1.2814570794311044,1.3056982930402456,0.9442314938343689,0.8813357290140695,0.008372690816471582,0.007298592824715124,0.003588457625411803,0.003294448940753584
1.3627565798668846,1.2834171479773515,0.9417801879941882,0.8856756861899087,1.347646111738259,1.2708887342551167,1.2960135999398479,0.947216430420202,0.8926105467313412,0.009282511011817096,0.0076975938130305,0.003235943377645809,0.004158062269619334
1.3681704818740537,1.2825546318862842,0.9374231127465219,0.889886038494966,1.3531455002326698,1.2701689113744947,1.2953653936199419,0.9431897078212026,0.897261913738687,0.009141911122349347,0.007734981701932019,0.0035212153725509266,0.0042015795093511285
1.3554305517189422,1.2844585854440485,0.9476388028992796,0.8860315778162321,1.3388338870452068,1.27017945425158,1.2988510749405786,0.9537258393847963,0.893300574457961,0.010290116777266517,0.008542654276030957,0.0038165218842895134,0.004251132815733664
1.350481922811013,1.2778581218785319,0.9462237889261669,0.8845386514891439,1.3337709289654867,1.2642133124768824,1.2914645055931202,0.9522444523505024,0.891914492650568,0.009843761470901847,0.008333342105049461,0.0036475382039178133,0.004515362635160093
1.386202734161693,1.3017405596228149,0.9390693926239032,0.8814721899706972,1.371113536358401,1.2891943831722217,1.3146316561988072,0.9447632494291779,0.8870927901444464,0.009221739250840537,0.007599326187425914,0.003498223214810387,0.0033651780352035626
1.3838157604001367,1.3034521105008163,0.9419260481062285,0.8780347072528143,1.36885552195774,1.2908075552132745,1.316844267736133,0.9479131830123511,0.8844563821339533,0.009441221914333253,0.008108037508203235,0.003616655088618402,0.0037941845465709165
