point_R_T,point_R_B,point_R_eta,point_C_K,R_T_lower95,R_B_ci90_low,R_B_ci90_high,R_eta_upper95,C_K_upper95,R_T_se,R_B_se,R_eta_se,C_K_se
1.360909424275761,1.2677583516497557,0.9315523348105421,0.9136128475964648,1.3226078747863368,1.2403755682463213,1.2979676772852677,0.9474372407385243,0.934254645876575,0.023329025549960872,0.017443626589460925,0.009441366257647176,0.01220966872385072
1.378634212305612,1.3024854278364457,0.9447650553065734,0.8796795814941964,1.3421576885848672,1.271706135560765,1.3338275302150342,0.9570181914769474,0.8964772364530158,0.021892052293685717,0.018901468260905604,0.007266958267637161,0.009457114263200155
1.361243260386933,1.2760180186904966,0.9373916153148033,0.8878311809346292,1.3249538627089725,1.2483787996573381,1.304787222104544,0.9492023908479632,0.9040104321471946,0.021559833357629378,0.017174559561989294,0.007366668923649715,0.009138448441533137
1.34369782029875,1.2775898343176324,0.9508014488209712,0.8861964735516373,1.3026082601695825,1.2432269172027277,1.3107925157731062,0.9633265399225261,0.9069010959633445,0.024392852346788587,0.02103115322628019,0.007638647074082451,0.011164710313092614
1.3911710606989578,1.3167755829678296,0.9465231272897884,0.8874754597539966,1.3596070267083842,1.289111819451011,1.3436358211519186,0.9597594870284005,0.8985154698783576,0.019323825945524255,0.01676250357115615,0.007964343021361881,0.00655107376345553
1.345449662026053,1.2729694009190622,0.9461293401361104,0.8877262443438914,1.3115456703323307,1.2433167131309577,1.2998676365555053,0.9573134234204871,0.8979021853541143,0.019631147340469973,0.017745888192412032,0.006847106395695295,0.006260305946776755
1.330465875524693,1.2589307894728152,0.9462330546255712,0.8884669315260575,1.2925526026144698,1.2287658084632722,1.2898571455650991,0.9603338154047949,0.9069813529441438,0.02220609674097652,0.018388098627878054,0.008144388968898419,0.010522625562970876
1.355760900952931,1.276887889666973,0.941823804455107,0.8927937522186723,1.3192506600168858,1.2458414422159494,1.308241371331545,0.9530541071874781,0.9133425305485746,0.02260188556229083,0.018867316216045225,0.006956626632618911,0.011400389717701876
1.3239836719104343,1.2504295029016708,0.9444448065566934,0.8889890557669077,1.2864224465324983,1.2220767883470416,1.2798312923667872,0.956808319711467,0.9047231470544207,0.023263806590620554,0.017717708225002484,0.007322795226387232,0.009055596603046936
1.3994277236116999,1.3013468035745452,0.9299135508163127,0.8850624763347217,1.3613483460875961,1.273119995595569,1.3311215516104524,0.9439851586876821,0.8975223093397517,0.02347532006019066,0.01744164064979703,0.008493486424131544,0.007584972163500099
1.3616164521464011,1.2733899237950397,0.9352045664457972,0.8871989860583016,1.3288079717619095,1.2457940319550729,1.3024011939276043,0.9484227058707188,0.9030937148169254,0.02008527115256703,0.017634685493516825,0.007994381801022257,0.00903102389728349
1.3883501886093819,1.2993009369977282,0.9358596610982937,0.8819842645686091,1.3591454571478419,1.273670057554571,1.3241820308796424,0.9488750621939857,0.8924547569572492,0.018296177507174587,0.015492359483181005,0.00814026314272703,0.006577314042989484
1.3520104068117313,1.2677599938922208,0.9376850854882196,0.9033990518342284,1.3108060014987768,1.2377258348419216,1.298683019343722,0.9508099323051703,0.9265149675907365,0.024780128547770376,0.018145990328062255,0.007707960875884488,0.013842254725849289
1.3745089480576167,1.2946854803871037,0.9419258290145617,0.8764157933735578,1.341280243006857,1.2664833458376477,1.321442639539918,0.9552476921448675,0.8889377392488227,0.020387908358316484,0.016863453095252747,0.008255497859455575,0.00729740712015116
1.3462788836650996,1.2830917409510667,0.9530653392245054,0.8816569146466053,1.3130222125854358,1.2551041966167213,1.3105018350075068,0.9674428242542118,0.8930493628857522,0.019746091566543084,0.016783553712221386,0.008506901534037912,0.006712515906654974
1.3936901214195996,1.31078328597412,0.9405127193116419,0.8757510426238778,1.362874658637344,1.283533701164358,1.3385685901801028,0.954014831287219,0.8914879983967491,0.018606660746432073,0.016614792065696417,0.008080385376296495,0.008853661353462406
1.3597653652512587,1.280771349196471,0.941906141990761,0.8850446233648288,1.3288221228309258,1.2565017539584056,1.3075536418259683,0.9549234941418637,0.901524178650397,0.019528236053995073,0.01566961224626536,0.007906752233548562,0.00922354456796121
1.3577065377788233,1.2819172797129004,0.9441784686476413,0.8886666141608254,1.321801306436994,1.2532415918478195,1.310681701908503,0.9579729000009342,0.9064267113637753,0.022264861537269663,0.01762913327513002,0.008233627998021043,0.010130276424869628
1.4059280274749888,1.3067942413553821,0.9294887190650517,0.8768519993627529,1.3696436304861956,1.280073152603131,1.3348042841555254,0.9420746522029179,0.8921728554685201,0.02175121959781349,0.017005775431612753,0.007434523728589229,0.008642529918550143
1.3590723691877404,1.2756851485760352,0.9386440174178935,0.8968290717017372,1.3251350406081344,1.248516362944415,1.303980187722004,0.9507221387123526,0.911956560481284,0.020807394308050845,0.017274445146828955,0.0071370116555252395,0.0090691862302967
1.3677551565910813,1.2810282362519352,0.9365917796608425,0.8846329229366166,1.3348283046916842,1.253454875491688,1.309198107752327,0.948297198323844,0.8990236562805586,0.019986416285190593,0.017128700320155205,0.007274125654976031,0.008352179237048537
1.378956106672201,1.3090064432845545,0.9492734663205096,0.8790541048987884,1.3445222086862727,1.2791170585497151,1.3387226855638192,0.9630455796254934,0.8907403598019954,0.020197771157003656,0.017973555478297654,0.008438998003658441,0.0066530050068534
1.3785536383422712,1.31679924969377,0.9552034923191225,0.8856570851915753,1.3486945685677012,1.2872171451037495,1.3498604003415242,0.9700383544662124,0.8950499615292707,0.018324981607227984,0.018692751069653832,0.008765552992461722,0.005647824799148876
1.3920350494911797,1.303376224387194,0.9363099189661981,0.8834823733160148,1.3584502505808917,1.275473469264792,1.3326507930199272,0.9501501744444149,0.8986245571372354,0.020934718621219466,0.017231451842442267,0.008447888496643605,0.008356427635490245
1.391532349602724,1.3150180712204012,0.9450143732525029,0.8878737948023557,1.3659963724619772,1.2891728822453192,1.343272668234285,0.9593137465595131,0.8973955978420085,0.015370753729660042,0.01619894369096305,0.008978792755264378,0.005705911525409586
1.384407493930649,1.2886349479234853,0.9308205521661519,0.8834000595572908,1.3545199080215737,1.2629625323101272,1.317588413228756,0.943974192794455,0.8928174942690668,0.018766344567928413,0.016489915611088667,0.007810050017608911,0.005745260099173421
1.3579271396369101,1.278629828409137,0.9416041487697374,0.8958125089247465,1.326912199467687,1.2531079135683865,1.305554137518902,0.9536357478189922,0.9100098089878349,0.019181558833724383,0.016266658185054864,0.007346639189288214,0.008454927314786934
1.3820077103659194,1.3029918531359794,0.9428253137538439,0.8814673980800399,1.346671275082602,1.2718975796781373,1.3340772859703232,0.9556393236283244,0.9000316939881868,0.02137425876926885,0.019286153282198695,0.007466426829807109,0.01019345075676214
1.385633626097867,1.2841376125387922,0.9267511904680739,0.882253512624319,1.3544459980107852,1.258372993772235,1.310601099436772,0.9392464749052618,0.8966715086741518,0.01908603569945803,0.015984892845641828,0.007553913205546746,0.008052048036469273
1.344686813054086,1.2538607384284703,0.932455592079966,0.8953041353788668,1.3046595416839624,1.222112254679321,1.2838947698514733,0.9479403352710505,0.9163238746514277,0.02331652983941041,0.019080361401091643,0.009190624493347805,0.011887327420834853
1.3659930802787945,1.287181601252161,0.94230462791909,0.8757983995301373,1.3379910875855112,1.262276331524191,1.3130102446831053,0.9545119939244135,0.8869776574538123,0.016978983026217722,0.015416139148567258,0.007103766517338742,0.006830412052104773
1.3585487817852964,1.2808835811382333,0.9428322326821407,0.8725232986138304,1.3250838425251232,1.2521643407429757,1.309158071665322,0.9550776337285137,0.8838355160879082,0.02033657150561504,0.017107429623144217,0.007420315901531645,0.006308842111614863
