pair_id,cluster_id,genre,direction,flag_ko_nfc_changed,flag_ko_empty,flag_ko_control_chars,n_chars_ko,n_bytes_utf8_ko,flag_en_nfc_changed,flag_en_empty,flag_en_control_chars,n_chars_en,n_bytes_utf8_en,flag_ko_no_hangul,flag_en_has_hangul,flag_duplicate_pair_id,flag_missing_meta,bits_ko,bits_en,n_targets_ko,n_targets_en,est_tokens_ko,est_tokens_en,n_chunks_ko,n_chunks_en,tokens_ko_baseline,tokens_en_baseline,tokens_ko_koreanfit,tokens_en_koreanfit
globalvoices-v2018q4-d0001-a0001,globalvoices-v2018q4-doc-5de2aa4b26dcb9cf,news,unknown,False,False,False,23,57,False,False,False,63,64,False,False,False,False,89.12160571082495,109.64760971069336,18,12,18,12,1,1,15,12,8,30
globalvoices-v2018q4-d0001-a0002,globalvoices-v2018q4-doc-5de2aa4b26dcb9cf,news,unknown,False,False,False,46,104,False,False,False,85,85,False,False,False,False,127.9609974778723,70.02197896063444,34,21,34,21,1,1,27,18,20,39
globalvoices-v2018q4-d0001-a0003,globalvoices-v2018q4-doc-5de2aa4b26dcb9cf,news,unknown,False,False,False,88,210,False,False,False,177,177,False,False,False,False,316.64159812033176,162.8792914263904,67,39,67,39,1,1,55,37,42,87
globalvoices-v2018q4-d0001-a0004,globalvoices-v2018q4-doc-5de2aa4b26dcb9cf,news,unknown,False,False,False,182,420,False,False,False,260,262,False,False,False,False,379.4344442260626,259.0988948410377,144,60,144,60,1,1,118,56,83,137
globalvoices-v2018q4-d0001-a0005,globalvoices-v2018q4-doc-5de2aa4b26dcb9cf,news,unknown,False,False,False,122,276,False,False,False,127,127,False,False,False,False,301.80855228891596,117.5503688894969,89,31,89,31,1,1,68,27,58,60
globalvoices-v2018q4-d0001-a0006,globalvoices-v2018q4-doc-5de2aa4b26dcb9cf,news,unknown,False,False,False,37,75,False,False,False,126,126,False,False,False,False,140.15875132381916,159.3493792731315,27,28,27,28,1,1,25,25,19,66
globalvoices-v2018q4-d0001-a0007,globalvoices-v2018q4-doc-5de2aa4b26dcb9cf,news,unknown,False,False,False,61,139,False,False,False,225,225,False,False,False,False,171.56328159026452,217.6060130186379,36,45,36,45,1,1,31,44,30,101
globalvoices-v2018q4-d0001-a0008,globalvoices-v2018q4-doc-5de2aa4b26dcb9cf,news,unknown,False,False,False,51,113,False,False,False,107,107,False,False,False,False,103.84260300872847,67.37425134563819,35,27,35,27,1,1,29,24,24,48
globalvoices-v2018q4-d0001-a0009,globalvoices-v2018q4-doc-5de2aa4b26dcb9cf,news,unknown,False,False,False,113,283,False,False,False,236,236,False,False,False,False,332.4449408921646,247.95714050158855,83,42,83,42,1,1,67,42,54,114
globalvoices-v2018q4-d0001-a0010,globalvoices-v2018q4-doc-5de2aa4b26dcb9cf,news,unknown,False,False,False,126,292,False,False,False,261,261,False,False,False,False,380.0674313305644,359.6157583221793,87,55,87,55,1,1,69,55,65,131
globalvoices-v2018q4-d0001-a0011,globalvoices-v2018q4-doc-5de2aa4b26dcb9cf,news,unknown,False,False,False,67,135,False,False,False,254,254,False,False,False,False,211.55863902531564,270.418228469789,46,45,46,45,1,1,36,44,37,114
globalvoices-v2018q4-d0001-a0012,globalvoices-v2018q4-doc-5de2aa4b26dcb9cf,news,unknown,False,False,False,54,132,False,False,False,242,242,False,False,False,False,177.6017711700406,206.4595533274114,42,42,42,42,1,1,35,43,25,111
globalvoices-v2018q4-d0001-a0013,globalvoices-v2018q4-doc-5de2aa4b26dcb9cf,news,unknown,False,False,False,61,151,False,False,False,95,96,False,False,False,False,167.21694323886186,150.08801436051726,41,19,41,19,1,1,31,19,28,50
globalvoices-v2018q4-d0001-a0014,globalvoices-v2018q4-doc-5de2aa4b26dcb9cf,news,unknown,False,False,False,108,258,False,False,False,283,284,False,False,False,False,262.78393353382125,256.3363835886121,78,49,78,49,1,1,58,49,53,144
globalvoices-v2018q4-d0001-a0015,globalvoices-v2018q4-doc-5de2aa4b26dcb9cf,news,unknown,False,False,False,88,226,False,False,False,195,197,False,False,False,False,288.06702995859087,210.74148804694417,62,33,62,33,1,1,57,33,47,90
globalvoices-v2018q4-d0001-a0016,globalvoices-v2018q4-doc-5de2aa4b26dcb9cf,news,unknown,False,False,False,79,175,False,False,False,201,201,False,False,False,False,243.11893635866,200.983780301176,48,38,48,38,1,1,40,37,39,94
globalvoices-v2018q4-d0001-a0017,globalvoices-v2018q4-doc-5de2aa4b26dcb9cf,news,unknown,False,False,False,50,120,False,False,False,102,102,False,False,False,False,148.94267804780975,118.35754358768465,29,17,29,17,1,1,26,17,25,52
globalvoices-v2018q4-d0001-a0018,globalvoices-v2018q4-doc-5de2aa4b26dcb9cf,news,unknown,False,False,False,69,173,False,False,False,151,151,False,False,False,False,207.83919612318277,166.88856026530266,40,30,40,30,1,1,38,30,34,74
globalvoices-v2018q4-d0004-a0001,globalvoices-v2018q4-doc-c4bfb68982a2a2cb,news,unknown,False,False,False,17,41,False,False,False,60,61,False,False,False,False,91.33313670009376,82.27583073079586,16,13,16,13,1,1,15,13,8,32
globalvoices-v2018q4-d0004-a0002,globalvoices-v2018q4-doc-c4bfb68982a2a2cb,news,unknown,False,False,False,104,250,False,False,False,196,196,False,False,False,False,256.28996004196233,104.60445414623246,70,42,70,42,1,1,68,40,48,95
globalvoices-v2018q4-d0004-a0003,globalvoices-v2018q4-doc-c4bfb68982a2a2cb,news,unknown,False,False,False,58,128,False,False,False,196,196,False,False,False,False,140.46752617880702,172.40030521899462,35,33,35,33,1,1,31,32,36,92
globalvoices-v2018q4-d0004-a0004,globalvoices-v2018q4-doc-c4bfb68982a2a2cb,news,unknown,False,False,False,65,143,False,False,False,195,195,False,False,False,False,266.4836339626927,164.09031174704432,49,46,49,46,1,1,40,42,38,92
globalvoices-v2018q4-d0004-a0005,globalvoices-v2018q4-doc-c4bfb68982a2a2cb,news,unknown,False,False,False,12,30,False,False,False,36,36,False,False,False,False,68.27855747938156,58.819669246673584,10,7,10,7,1,1,7,7,7,17
globalvoices-v2018q4-d0004-a0006,globalvoices-v2018q4-doc-c4bfb68982a2a2cb,news,unknown,False,False,False,158,356,False,False,False,239,239,False,False,False,False,518.9693300612271,178.97174983099103,110,46,110,46,1,1,93,46,86,118
globalvoices-v2018q4-d0004-a0007,globalvoices-v2018q4-doc-c4bfb68982a2a2cb,news,unknown,False,False,False,38,94,False,False,False,103,103,False,False,False,False,167.75781136751175,140.852068901062,21,20,21,20,1,1,22,19,24,49
globalvoices-v2018q4-d0007-a0001,globalvoices-v2018q4-doc-7998d5d4c3b586a8,news,unknown,False,False,False,16,36,False,False,False,63,64,False,False,False,False,109.19969767332076,84.95020770584233,13,15,13,15,1,1,12,15,9,28
globalvoices-v2018q4-d0007-a0002,globalvoices-v2018q4-doc-7998d5d4c3b586a8,news,unknown,False,False,False,45,105,False,False,False,168,168,False,False,False,False,124.56129872240126,125.53723516967148,35,32,35,32,1,1,31,32,25,76
globalvoices-v2018q4-d0007-a0003,globalvoices-v2018q4-doc-7998d5d4c3b586a8,news,unknown,False,False,False,30,72,False,False,False,98,98,False,False,False,False,153.45392601005733,107.39838728308678,27,17,27,17,1,1,24,17,19,43
globalvoices-v2018q4-d0007-a0004,globalvoices-v2018q4-doc-7998d5d4c3b586a8,news,unknown,False,False,False,32,82,False,False,False,145,145,False,False,False,False,136.12590461969376,193.50472816545516,23,34,23,34,1,1,19,32,18,77
globalvoices-v2018q4-d0007-a0005,globalvoices-v2018q4-doc-7998d5d4c3b586a8,news,unknown,False,False,False,64,158,False,False,False,175,175,False,False,False,False,212.2155892387236,264.7882573604584,52,45,52,45,1,1,43,45,34,90
globalvoices-v2018q4-d0007-a0006,globalvoices-v2018q4-doc-7998d5d4c3b586a8,news,unknown,False,False,False,65,159,False,False,False,102,102,False,False,False,False,267.0998457968235,124.75168254971504,50,17,50,17,1,1,42,17,34,52
globalvoices-v2018q4-d0007-a0007,globalvoices-v2018q4-doc-7998d5d4c3b586a8,news,unknown,False,False,False,51,129,False,False,False,202,202,False,False,False,False,140.22233953280374,298.4484658129513,32,50,32,50,1,1,30,45,24,106
globalvoices-v2018q4-d0007-a0008,globalvoices-v2018q4-doc-7998d5d4c3b586a8,news,unknown,False,False,False,90,196,False,False,False,320,324,False,False,False,False,274.39538925513625,278.2275002691895,56,61,56,61,1,1,51,61,53,160
globalvoices-v2018q4-d0007-a0009,globalvoices-v2018q4-doc-7998d5d4c3b586a8,news,unknown,False,False,False,61,153,False,False,False,140,140,False,False,False,False,200.9919058298692,152.97885344922545,46,26,46,26,1,1,39,24,30,68
globalvoices-v2018q4-d0007-a0010,globalvoices-v2018q4-doc-7998d5d4c3b586a8,news,unknown,False,False,False,89,189,False,False,False,96,96,False,False,False,False,327.42296920344234,158.964441716671,60,21,60,21,1,1,52,20,52,45
globalvoices-v2018q4-d0008-a0001,globalvoices-v2018q4-doc-d776f124238bf8cd,news,unknown,False,False,False,13,33,False,False,False,46,47,False,False,False,False,90.7683920841664,77.10392451286316,12,8,12,8,1,1,11,8,7,21
globalvoices-v2018q4-d0008-a0002,globalvoices-v2018q4-doc-d776f124238bf8cd,news,unknown,False,False,False,44,74,False,False,False,329,331,False,False,False,False,158.2296894788742,305.80746151227504,23,64,23,64,1,1,19,63,26,161
globalvoices-v2018q4-d0008-a0003,globalvoices-v2018q4-doc-d776f124238bf8cd,news,unknown,False,False,False,24,60,False,False,False,104,104,False,False,False,False,113.5435390251223,127.30462845042348,18,19,18,19,1,1,15,18,13,47
globalvoices-v2018q4-d0008-a0004,globalvoices-v2018q4-doc-d776f124238bf8cd,news,unknown,False,False,False,67,167,False,False,False,348,348,False,False,False,False,171.44446180126397,355.59676290722564,45,66,45,66,1,1,39,66,33,164
globalvoices-v2018q4-d0008-a0005,globalvoices-v2018q4-doc-d776f124238bf8cd,news,unknown,False,False,False,63,131,False,False,False,509,513,False,False,False,False,226.73537214868705,465.8000633697957,41,98,41,98,1,1,37,98,37,242
globalvoices-v2018q4-d0022-a0001,globalvoices-v2018q4-doc-0d6da9c9ad8fa042,news,unknown,False,False,False,64,127,False,False,False,190,193,False,False,False,False,196.54161538509652,229.56816022656855,40,45,40,45,1,1,39,44,41,98
globalvoices-v2018q4-d0022-a0002,globalvoices-v2018q4-doc-0d6da9c9ad8fa042,news,unknown,False,False,False,116,236,False,False,False,106,106,False,False,False,False,338.95070101926103,122.0005243048072,81,20,81,20,1,1,73,20,72,49
globalvoices-v2018q4-d0022-a0003,globalvoices-v2018q4-doc-0d6da9c9ad8fa042,news,unknown,False,False,False,63,157,False,False,False,161,161,False,False,False,False,234.16960617993027,151.5359605550766,50,25,50,25,1,1,39,25,34,77
globalvoices-v2018q4-d0022-a0004,globalvoices-v2018q4-doc-0d6da9c9ad8fa042,news,unknown,False,False,False,132,270,False,False,False,211,211,False,False,False,False,393.3667323887348,236.04658695869148,100,51,100,51,1,1,91,50,77,113
globalvoices-v2018q4-d0022-a0005,globalvoices-v2018q4-doc-0d6da9c9ad8fa042,news,unknown,False,False,False,38,90,False,False,False,90,91,False,False,False,False,128.25888716010377,98.34643692884129,29,21,29,21,1,1,25,19,22,48
globalvoices-v2018q4-d0022-a0006,globalvoices-v2018q4-doc-0d6da9c9ad8fa042,news,unknown,False,False,False,72,154,False,False,False,125,125,False,False,False,False,284.0906868050806,175.69300612993538,48,30,48,30,1,1,44,30,42,60
globalvoices-v2018q4-d0022-a0007,globalvoices-v2018q4-doc-0d6da9c9ad8fa042,news,unknown,False,False,False,55,137,False,False,False,85,85,False,False,False,False,157.3137206749525,112.19978230074048,41,17,41,17,1,1,37,17,26,43
globalvoices-v2018q4-d0022-a0008,globalvoices-v2018q4-doc-0d6da9c9ad8fa042,news,unknown,False,False,False,33,33,False,False,False,33,33,True,False,False,False,86.33004820346832,86.33004820346832,12,12,12,12,1,1,12,12,22,22
globalvoices-v2018q4-d0022-a0009,globalvoices-v2018q4-doc-0d6da9c9ad8fa042,news,unknown,False,False,False,115,115,False,False,False,116,116,True,False,False,False,157.49986817501485,157.55955226905644,25,26,25,26,1,1,25,26,56,57
globalvoices-v2018q4-d0022-a0010,globalvoices-v2018q4-doc-0d6da9c9ad8fa042,news,unknown,False,False,False,106,214,False,False,False,160,160,False,False,False,False,343.97248038172256,276.64890722185373,67,36,67,36,1,1,62,34,60,85
globalvoices-v2018q4-d0024-a0001,globalvoices-v2018q4-doc-9aea8c79fafbc165,news,unknown,False,False,False,11,27,False,False,False,34,35,False,False,False,False,70.33994618058205,85.17497301101685,9,8,9,8,1,1,9,7,5,17
globalvoices-v2018q4-d0024-a0002,globalvoices-v2018q4-doc-9aea8c79fafbc165,news,unknown,False,False,False,80,188,False,False,False,156,156,False,False,False,False,190.0911131228786,138.27913181111217,55,36,55,36,1,1,47,36,41,73
globalvoices-v2018q4-d0024-a0003,globalvoices-v2018q4-doc-9aea8c79fafbc165,news,unknown,False,False,False,44,110,False,False,False,117,117,False,False,False,False,151.89178106025793,153.9799591526389,26,26,26,26,1,1,27,25,20,56
globalvoices-v2018q4-d0024-a0004,globalvoices-v2018q4-doc-9aea8c79fafbc165,news,unknown,False,False,False,67,137,False,False,False,98,98,False,False,False,False,239.90306872874496,170.63540142774582,41,20,41,20,1,1,35,20,31,46
globalvoices-v2018q4-d0024-a0005,globalvoices-v2018q4-doc-9aea8c79fafbc165,news,unknown,False,False,False,45,45,False,False,False,45,45,True,False,False,False,79.69928884506226,79.69928884506226,8,8,8,8,1,1,8,8,21,21
globalvoices-v2018q4-d0024-a0006,globalvoices-v2018q4-doc-9aea8c79fafbc165,news,unknown,False,False,False,30,30,False,False,False,30,30,True,False,False,False,54.805896162986755,54.805896162986755,7,7,7,7,1,1,7,7,17,17
globalvoices-v2018q4-d0024-a0007,globalvoices-v2018q4-doc-9aea8c79fafbc165,news,unknown,False,False,False,8,8,False,False,False,8,8,True,False,False,False,36.43052041530609,36.43052041530609,4,4,4,4,1,1,4,4,5,5
globalvoices-v2018q4-d0024-a0008,globalvoices-v2018q4-doc-9aea8c79fafbc165,news,unknown,False,False,False,60,144,False,False,False,125,135,False,False,False,False,213.85210282099433,146.36671436578035,52,38,52,38,1,1,47,35,37,76
globalvoices-v2018q4-d0024-a0009,globalvoices-v2018q4-doc-9aea8c79fafbc165,news,unknown,False,False,False,95,219,False,False,False,236,238,False,False,False,False,293.7190719351638,230.26060551498085,61,49,61,49,1,1,51,47,52,119
globalvoices-v2018q4-d0024-a0010,globalvoices-v2018q4-doc-9aea8c79fafbc165,news,unknown,False,False,False,36,90,False,False,False,91,91,False,False,False,False,121.7410738945473,108.48121011257172,27,19,27,19,1,1,25,19,19,44
globalvoices-v2018q4-d0024-a0011,globalvoices-v2018q4-doc-9aea8c79fafbc165,news,unknown,False,False,False,63,155,False,False,False,147,147,False,False,False,False,162.7315273348795,172.17318069934845,41,31,41,31,1,1,35,31,31,74
globalvoices-v2018q4-d0024-a0012,globalvoices-v2018q4-doc-9aea8c79fafbc165,news,unknown,False,False,False,94,170,False,False,False,77,79,False,False,False,False,250.50056747719648,114.4536797851324,48,20,48,20,1,1,43,20,45,40
globalvoices-v2018q4-d0024-a0013,globalvoices-v2018q4-doc-9aea8c79fafbc165,news,unknown,False,False,False,63,157,False,False,False,58,58,False,False,False,False,200.9417552137747,88.84927940368652,41,11,41,11,1,1,36,11,30,26
globalvoices-v2018q4-d0024-a0014,globalvoices-v2018q4-doc-9aea8c79fafbc165,news,unknown,False,False,False,48,122,False,False,False,32,32,False,False,False,False,153.38471581041813,63.06966769695282,28,8,28,8,1,1,25,8,21,17
globalvoices-v2018q4-d0024-a0015,globalvoices-v2018q4-doc-9aea8c79fafbc165,news,unknown,False,False,False,33,85,False,False,False,90,90,False,False,False,False,142.34935708343983,122.9965298846364,21,17,21,17,1,1,21,15,15,43
globalvoices-v2018q4-d0024-a0016,globalvoices-v2018q4-doc-9aea8c79fafbc165,news,unknown,False,False,False,55,137,False,False,False,110,110,False,False,False,False,207.41215174272656,158.7632938819006,39,23,39,23,1,1,29,23,26,53
globalvoices-v2018q4-d0024-a0017,globalvoices-v2018q4-doc-9aea8c79fafbc165,news,unknown,False,False,False,78,172,False,False,False,132,132,False,False,False,False,257.4188626045361,157.70228592306376,50,31,50,31,1,1,48,30,40,70
globalvoices-v2018q4-d0024-a0018,globalvoices-v2018q4-doc-9aea8c79fafbc165,news,unknown,False,False,False,92,230,False,False,False,163,163,False,False,False,False,263.73625223874114,221.5708689689636,55,30,55,30,1,1,49,30,44,81
globalvoices-v2018q4-d0024-a0019,globalvoices-v2018q4-doc-9aea8c79fafbc165,news,unknown,False,False,False,39,99,False,False,False,162,162,False,False,False,False,121.31922216410749,230.57527795434,24,35,24,35,1,1,24,33,18,88
globalvoices-v2018q4-d0024-a0020,globalvoices-v2018q4-doc-9aea8c79fafbc165,news,unknown,False,False,False,64,136,False,False,False,252,256,False,False,False,False,182.3771467673232,218.04966777563095,43,49,43,49,1,1,36,49,39,123
globalvoices-v2018q4-d0024-a0021,globalvoices-v2018q4-doc-9aea8c79fafbc165,news,unknown,False,False,False,60,156,False,False,False,96,96,False,False,False,False,165.92312768218108,150.56594038009644,40,17,40,17,1,1,36,17,31,45
globalvoices-v2018q4-d0024-a0022,globalvoices-v2018q4-doc-9aea8c79fafbc165,news,unknown,False,False,False,46,118,False,False,False,98,100,False,False,False,False,161.38544881343842,152.60976898670197,30,18,30,18,1,1,25,19,25,49
globalvoices-v2018q4-d0024-a0023,globalvoices-v2018q4-doc-9aea8c79fafbc165,news,unknown,False,False,False,57,147,False,False,False,107,107,False,False,False,False,222.17593296361156,194.5923651456833,43,22,43,22,1,1,39,22,27,55
globalvoices-v2018q4-d0024-a0024,globalvoices-v2018q4-doc-9aea8c79fafbc165,news,unknown,False,False,False,34,34,False,False,False,34,34,True,False,False,False,85.51686501502991,85.51686501502991,9,9,9,9,1,1,8,8,19,19
globalvoices-v2018q4-d0024-a0025,globalvoices-v2018q4-doc-9aea8c79fafbc165,news,unknown,False,False,False,34,34,False,False,False,34,34,True,False,False,False,89.9016797542572,89.9016797542572,11,11,11,11,1,1,11,11,21,21
globalvoices-v2018q4-d0024-a0026,globalvoices-v2018q4-doc-9aea8c79fafbc165,news,unknown,False,False,False,21,53,False,False,False,54,54,False,False,False,False,80.24746127426624,69.85281944274902,16,10,16,10,1,1,15,10,11,25
globalvoices-v2018q4-d0024-a0027,globalvoices-v2018q4-doc-9aea8c79fafbc165,news,unknown,False,False,False,37,71,False,False,False,30,30,False,False,False,False,167.7502212114632,135.32000279426575,26,14,26,14,1,1,24,12,22,21
globalvoices-v2018q4-d0024-a0028,globalvoices-v2018q4-doc-9aea8c79fafbc165,news,unknown,False,False,False,36,78,False,False,False,96,96,False,False,False,False,155.73939786478877,230.1509640216827,27,26,27,26,1,1,23,26,20,54
globalvoices-v2018q4-d0024-a0029,globalvoices-v2018q4-doc-9aea8c79fafbc165,news,unknown,False,False,False,11,13,False,False,False,15,15,False,False,False,False,81.299336373806,74.14829301834106,7,6,7,6,1,1,5,6,8,10
globalvoices-v2018q4-d0024-a0030,globalvoices-v2018q4-doc-9aea8c79fafbc165,news,unknown,False,False,False,16,40,False,False,False,36,36,False,False,False,False,91.09012896940112,72.81477791070938,14,9,14,9,1,1,12,8,8,19
globalvoices-v2018q4-d0024-a0031,globalvoices-v2018q4-doc-9aea8c79fafbc165,news,unknown,False,False,False,73,127,False,False,False,147,149,False,False,False,False,283.6399487257004,253.12393210455775,46,40,46,40,1,1,43,38,46,82
globalvoices-v2018q4-d0024-a0032,globalvoices-v2018q4-doc-9aea8c79fafbc165,news,unknown,False,False,False,14,34,False,False,False,38,38,False,False,False,False,65.48186504840851,96.29806184768675,10,11,10,11,1,1,11,10,8,22
globalvoices-v2018q4-d0024-a0033,globalvoices-v2018q4-doc-9aea8c79fafbc165,news,unknown,False,False,False,46,100,False,False,False,50,50,False,False,False,False,159.61037832312286,107.82216095924376,29,12,29,12,1,1,26,11,26,26
globalvoices-v2018q4-d0024-a0034,globalvoices-v2018q4-doc-9aea8c79fafbc165,news,unknown,False,False,False,39,97,False,False,False,138,140,False,False,False,False,94.56896265596151,139.8103472366929,19,30,19,30,1,1,19,30,16,68
globalvoices-v2018q4-d0024-a0035,globalvoices-v2018q4-doc-9aea8c79fafbc165,news,unknown,False,False,False,40,102,False,False,False,20,20,False,False,False,False,115.9795616492629,35.006696820259094,23,5,23,5,1,1,19,5,20,11
globalvoices-v2018q4-d0024-a0036,globalvoices-v2018q4-doc-9aea8c79fafbc165,news,unknown,False,False,False,45,111,False,False,False,27,27,False,False,False,False,134.93816460948435,47.9737868309021,27,6,27,6,1,1,25,5,21,16
globalvoices-v2018q4-d0025-a0001,globalvoices-v2018q4-doc-f720b9e234ae9517,news,unknown,False,False,False,20,52,False,False,False,58,59,False,False,False,False,83.65413983538747,84.51724249124527,17,11,17,11,1,1,15,10,12,29
globalvoices-v2018q4-d0025-a0002,globalvoices-v2018q4-doc-f720b9e234ae9517,news,unknown,False,False,False,77,189,False,False,False,171,171,False,False,False,False,281.42733794549713,156.08075115922838,55,33,55,33,1,1,48,33,40,87
globalvoices-v2018q4-d0025-a0003,globalvoices-v2018q4-doc-f720b9e234ae9517,news,unknown,False,False,False,15,15,False,False,False,15,15,True,False,False,False,43.69154500961304,43.69154500961304,4,4,4,4,1,1,4,4,9,9
globalvoices-v2018q4-d0025-a0004,globalvoices-v2018q4-doc-f720b9e234ae9517,news,unknown,False,False,False,127,128,False,False,False,126,127,True,False,False,False,105.01870303007308,91.81125490943668,31,30,31,30,1,1,29,28,73,73
globalvoices-v2018q4-d0025-a0005,globalvoices-v2018q4-doc-f720b9e234ae9517,news,unknown,False,False,False,54,130,False,False,False,121,121,False,False,False,False,216.18171078898013,101.71844877768308,37,23,37,23,1,1,31,23,28,56
globalvoices-v2018q4-d0025-a0006,globalvoices-v2018q4-doc-f720b9e234ae9517,news,unknown,False,False,False,46,110,False,False,False,58,58,False,False,False,False,192.5117839127779,74.75029631704092,27,13,27,13,1,1,25,13,25,29
globalvoices-v2018q4-d0025-a0007,globalvoices-v2018q4-doc-f720b9e234ae9517,news,unknown,False,False,False,85,209,False,False,False,175,175,False,False,False,False,267.903375977854,168.09092965722084,61,31,61,31,1,1,51,31,44,80
globalvoices-v2018q4-d0025-a0008,globalvoices-v2018q4-doc-f720b9e234ae9517,news,unknown,False,False,False,64,162,False,False,False,178,178,False,False,False,False,186.24712571967393,153.8098411001265,39,34,39,34,1,1,35,34,36,85
globalvoices-v2018q4-d0025-a0009,globalvoices-v2018q4-doc-f720b9e234ae9517,news,unknown,False,False,False,70,147,False,False,False,134,135,False,False,False,False,268.7451301398687,146.5403967218008,48,28,48,28,1,1,40,28,38,71
globalvoices-v2018q4-d0028-a0001,globalvoices-v2018q4-doc-b19e62c6738d707d,news,unknown,False,False,False,28,68,False,False,False,79,80,False,False,False,False,116.91581529378892,94.57222652435304,18,11,18,11,1,1,16,11,12,34
globalvoices-v2018q4-d0028-a0002,globalvoices-v2018q4-doc-b19e62c6738d707d,news,unknown,False,False,False,13,33,False,False,False,30,30,False,False,False,False,73.77190291881561,43.89349555969238,9,7,9,7,1,1,9,7,8,13
globalvoices-v2018q4-d0028-a0003,globalvoices-v2018q4-doc-b19e62c6738d707d,news,unknown,False,False,False,56,134,False,False,False,122,122,False,False,False,False,182.0351719132159,85.3147979080677,41,19,41,19,1,1,37,19,27,59
globalvoices-v2018q4-d0028-a0004,globalvoices-v2018q4-doc-b19e62c6738d707d,news,unknown,False,False,False,81,195,False,False,False,166,166,False,False,False,False,267.18945416249335,130.95883062959183,54,29,54,29,1,1,48,27,37,76
globalvoices-v2018q4-d0028-a0005,globalvoices-v2018q4-doc-b19e62c6738d707d,news,unknown,False,False,False,77,189,False,False,False,166,166,False,False,False,False,190.10957817127928,156.30429938435557,46,30,46,30,1,1,44,30,39,80
globalvoices-v2018q4-d0028-a0006,globalvoices-v2018q4-doc-b19e62c6738d707d,news,unknown,False,False,False,106,258,False,False,False,346,346,False,False,False,False,299.4489085241221,287.2342880833894,72,55,72,55,1,1,61,55,51,162
globalvoices-v2018q4-d0028-a0007,globalvoices-v2018q4-doc-b19e62c6738d707d,news,unknown,False,False,False,59,145,False,False,False,90,90,False,False,False,False,158.799240491644,92.07746766135097,40,18,40,18,1,1,32,18,33,41
globalvoices-v2018q4-d0028-a0008,globalvoices-v2018q4-doc-b19e62c6738d707d,news,unknown,False,False,False,44,110,False,False,False,125,125,False,False,False,False,148.50551123265177,132.72324699163437,28,19,28,19,1,1,26,19,22,57
globalvoices-v2018q4-d0028-a0009,globalvoices-v2018q4-doc-b19e62c6738d707d,news,unknown,False,False,False,71,173,False,False,False,196,196,False,False,False,False,271.5162227845285,154.07868794165552,50,34,50,34,1,1,40,34,35,91
globalvoices-v2018q4-d0028-a0010,globalvoices-v2018q4-doc-b19e62c6738d707d,news,unknown,False,False,False,50,124,False,False,False,121,121,False,False,False,False,118.981331725372,120.23340354580432,31,21,31,21,1,1,29,21,26,55
globalvoices-v2018q4-d0028-a0011,globalvoices-v2018q4-doc-b19e62c6738d707d,news,unknown,False,False,False,55,137,False,False,False,133,133,False,False,False,False,159.52052823273698,112.04139175638556,37,26,37,26,1,1,33,26,26,69
globalvoices-v2018q4-d0028-a0012,globalvoices-v2018q4-doc-b19e62c6738d707d,news,unknown,False,False,False,108,258,False,False,False,211,211,False,False,False,False,370.95969346538186,179.66264462377876,66,43,66,43,1,1,59,43,55,103
globalvoices-v2018q4-d0028-a0013,globalvoices-v2018q4-doc-b19e62c6738d707d,news,unknown,False,False,False,18,44,False,False,False,25,27,False,False,False,False,85.35130000114441,64.07928943634033,12,5,12,5,1,1,8,5,8,14
globalvoices-v2018q4-d0028-a0014,globalvoices-v2018q4-doc-b19e62c6738d707d,news,unknown,False,False,False,48,118,False,False,False,100,100,False,False,False,False,156.31715423986316,104.95934841781856,30,19,30,19,1,1,25,19,25,40
globalvoices-v2018q4-d0028-a0015,globalvoices-v2018q4-doc-b19e62c6738d707d,news,unknown,False,False,False,83,159,False,False,False,214,214,False,False,False,False,204.8886072819296,201.4900366757065,44,38,44,38,1,1,36,38,42,100
globalvoices-v2018q4-d0028-a0016,globalvoices-v2018q4-doc-b19e62c6738d707d,news,unknown,False,False,False,68,150,False,False,False,94,94,False,False,False,False,211.49230757076293,126.220494389534,47,18,47,18,1,1,32,16,34,49
globalvoices-v2018q4-d0028-a0017,globalvoices-v2018q4-doc-b19e62c6738d707d,news,unknown,False,False,False,58,142,False,False,False,80,80,False,False,False,False,178.7381802976888,88.49374911189079,36,14,36,14,1,1,31,14,31,37
globalvoices-v2018q4-d0028-a0018,globalvoices-v2018q4-doc-b19e62c6738d707d,news,unknown,False,False,False,25,61,False,False,False,23,23,False,False,False,False,61.49889767169952,30.688785552978516,11,7,11,7,1,1,11,7,11,14
globalvoices-v2018q4-d0028-a0019,globalvoices-v2018q4-doc-b19e62c6738d707d,news,unknown,False,False,False,136,332,False,False,False,244,246,False,False,False,False,346.4277691002353,188.82552758604288,88,45,88,45,1,1,69,45,70,104
globalvoices-v2018q4-d0028-a0020,globalvoices-v2018q4-doc-b19e62c6738d707d,news,unknown,False,False,False,38,92,False,False,False,51,51,False,False,False,False,129.8600277081132,69.65719196200371,24,11,24,11,1,1,19,11,19,25
globalvoices-v2018q4-d0028-a0021,globalvoices-v2018q4-doc-b19e62c6738d707d,news,unknown,False,False,False,41,63,False,False,False,49,49,False,False,False,False,153.04025304317474,105.76386097818612,16,12,16,12,1,1,14,11,20,22
