pair_id,cluster_id,genre,direction,flag_ko_nfc_changed,flag_ko_empty,flag_ko_control_chars,n_chars_ko,n_bytes_utf8_ko,flag_en_nfc_changed,flag_en_empty,flag_en_control_chars,n_chars_en,n_bytes_utf8_en,flag_ko_no_hangul,flag_ko_equals_en,flag_en_has_hangul,flag_duplicate_pair_id,flag_missing_meta,bits_ko,bits_en,n_targets_ko,n_targets_en,est_tokens_ko,est_tokens_en,n_chunks_ko,n_chunks_en,tokens_ko_baseline,tokens_en_baseline,tokens_ko_koreanfit,tokens_en_koreanfit
globalvoices-v2018q4-d0133-a0008,globalvoices-v2018q4-doc-65a647d8887c0e7f,news,unknown,False,False,False,99,220,False,False,False,206,207,False,False,False,False,False,356.9743874776177,245.4702217206359,71,44,71,44,1,1,56,42,55,106
globalvoices-v2018q4-d0133-a0009,globalvoices-v2018q4-doc-65a647d8887c0e7f,news,unknown,False,False,False,21,51,False,False,False,38,38,False,False,False,False,False,85.32701566815376,51.98338973522186,13,10,13,10,1,1,12,10,14,19
globalvoices-v2018q4-d0133-a0010,globalvoices-v2018q4-doc-65a647d8887c0e7f,news,unknown,False,False,False,32,80,False,False,False,39,39,False,False,False,False,False,92.6092239189893,65.0214626789093,22,8,22,8,1,1,17,8,15,19
globalvoices-v2018q4-d0133-a0011,globalvoices-v2018q4-doc-65a647d8887c0e7f,news,unknown,False,False,False,8,22,False,False,False,13,13,False,False,False,False,False,68.22009944915771,50.587271213531494,8,5,8,5,1,1,7,5,6,7
globalvoices-v2018q4-d0133-a0012,globalvoices-v2018q4-doc-65a647d8887c0e7f,news,unknown,False,False,False,11,29,False,False,False,19,19,False,False,False,False,False,60.99746561050415,28.80430269241333,7,4,7,4,1,1,7,4,6,9
globalvoices-v2018q4-d0133-a0013,globalvoices-v2018q4-doc-65a647d8887c0e7f,news,unknown,False,False,False,75,185,False,False,False,163,163,False,False,False,False,False,272.46248953510076,194.20349778980017,61,38,61,38,1,1,48,37,38,83
globalvoices-v2018q4-d0133-a0014,globalvoices-v2018q4-doc-65a647d8887c0e7f,news,unknown,False,False,False,87,221,False,False,False,137,137,False,False,False,False,False,217.60078451957088,127.94755418784916,64,28,64,28,1,1,52,28,40,63
globalvoices-v2018q4-d0133-a0015,globalvoices-v2018q4-doc-65a647d8887c0e7f,news,unknown,False,False,False,38,96,False,False,False,93,93,False,False,False,False,False,117.25626546284184,100.02401757240295,32,17,32,17,1,1,25,17,17,46
globalvoices-v2018q4-d0133-a0016,globalvoices-v2018q4-doc-65a647d8887c0e7f,news,unknown,False,False,False,41,103,False,False,False,90,90,False,False,False,False,False,181.1212507486343,107.81707060337068,33,17,33,17,1,1,27,17,26,47
globalvoices-v2018q4-d0133-a0017,globalvoices-v2018q4-doc-65a647d8887c0e7f,news,unknown,False,False,False,29,75,False,False,False,43,43,False,False,False,False,False,93.99036256037652,63.36845953762531,18,8,18,8,1,1,19,8,16,24
globalvoices-v2018q4-d0134-a0001,globalvoices-v2018q4-doc-7f43c59bdde9a00a,news,unknown,False,False,False,24,62,False,False,False,60,61,False,False,False,False,False,108.3303072694689,110.45751023292542,21,15,21,15,1,1,15,15,11,30
globalvoices-v2018q4-d0134-a0002,globalvoices-v2018q4-doc-7f43c59bdde9a00a,news,unknown,False,False,False,57,83,False,False,False,112,112,False,False,False,False,False,144.06456417148,172.2422165084863,38,35,38,35,1,1,34,32,34,60
globalvoices-v2018q4-d0134-a0003,globalvoices-v2018q4-doc-7f43c59bdde9a00a,news,unknown,False,False,False,86,194,False,False,False,145,145,False,False,False,False,False,191.6563897766173,145.40575402975082,69,38,69,38,1,1,58,34,43,76
globalvoices-v2018q4-d0134-a0004,globalvoices-v2018q4-doc-7f43c59bdde9a00a,news,unknown,False,False,False,73,171,False,False,False,169,170,False,False,False,False,False,286.5837164525874,211.9778471775353,52,38,52,38,1,1,45,37,39,84
globalvoices-v2018q4-d0134-a0005,globalvoices-v2018q4-doc-7f43c59bdde9a00a,news,unknown,False,False,False,107,223,False,False,False,167,167,False,False,False,False,False,286.69106221187394,143.8517808221659,75,38,75,38,1,1,65,36,58,84
globalvoices-v2018q4-d0134-a0006,globalvoices-v2018q4-doc-7f43c59bdde9a00a,news,unknown,False,False,False,51,121,False,False,False,114,114,False,False,False,False,False,155.7530394559726,150.45910787582395,35,27,35,27,1,1,30,25,24,56
globalvoices-v2018q4-d0134-a0007,globalvoices-v2018q4-doc-7f43c59bdde9a00a,news,unknown,False,False,False,97,241,False,False,False,150,150,False,False,False,False,False,342.62627224903554,168.0925170443952,74,29,74,29,1,1,62,30,50,77
globalvoices-v2018q4-d0134-a0008,globalvoices-v2018q4-doc-7f43c59bdde9a00a,news,unknown,False,False,False,9,25,False,False,False,31,31,False,False,False,False,False,64.01734519004822,62.806511640548706,6,6,6,6,1,1,6,6,6,14
globalvoices-v2018q4-d0134-a0009,globalvoices-v2018q4-doc-7f43c59bdde9a00a,news,unknown,False,False,False,139,281,False,False,False,239,239,False,False,False,False,False,420.83692514523864,282.7937774518505,93,59,93,59,1,1,78,55,80,128
globalvoices-v2018q4-d0134-a0010,globalvoices-v2018q4-doc-7f43c59bdde9a00a,news,unknown,False,False,False,72,176,False,False,False,129,129,False,False,False,False,False,252.2455240334384,165.0977331600152,53,32,53,32,1,1,49,31,42,66
globalvoices-v2018q4-d0134-a0011,globalvoices-v2018q4-doc-7f43c59bdde9a00a,news,unknown,False,False,False,42,106,False,False,False,115,115,False,False,False,False,False,169.2161994241178,127.555898622144,32,24,32,24,1,1,28,23,22,56
globalvoices-v2018q4-d0134-a0012,globalvoices-v2018q4-doc-7f43c59bdde9a00a,news,unknown,False,False,False,68,172,False,False,False,166,166,False,False,False,False,False,223.50881174765527,158.6184630766511,40,29,40,29,1,1,39,29,34,76
globalvoices-v2018q4-d0134-a0013,globalvoices-v2018q4-doc-7f43c59bdde9a00a,news,unknown,False,False,False,77,171,False,False,False,166,166,False,False,False,False,False,257.5939858555794,182.65221633389592,58,40,58,40,1,1,46,36,39,78
globalvoices-v2018q4-d0134-a0014,globalvoices-v2018q4-doc-7f43c59bdde9a00a,news,unknown,False,False,False,121,209,False,False,False,154,154,False,False,False,False,False,275.8069721236825,181.8849924132228,67,33,67,33,1,1,57,34,68,81
globalvoices-v2018q4-d0134-a0015,globalvoices-v2018q4-doc-7f43c59bdde9a00a,news,unknown,False,False,False,63,125,False,False,False,88,88,False,False,False,False,False,240.890096321702,181.97988507896665,39,24,39,24,1,1,36,24,40,47
globalvoices-v2018q4-d0134-a0016,globalvoices-v2018q4-doc-7f43c59bdde9a00a,news,unknown,False,False,False,53,103,False,False,False,82,82,False,False,False,False,False,201.1890375642106,154.5155493170023,33,19,33,19,1,1,31,19,30,44
globalvoices-v2018q4-d0134-a0017,globalvoices-v2018q4-doc-7f43c59bdde9a00a,news,unknown,False,False,False,23,57,False,False,False,40,40,False,False,False,False,False,87.57100483216345,66.09825086593628,18,7,18,7,1,1,15,7,13,19
globalvoices-v2018q4-d0134-a0018,globalvoices-v2018q4-doc-7f43c59bdde9a00a,news,unknown,False,False,False,1,1,False,False,False,31,31,True,False,False,False,False,10.27938747406006,57.47914457321167,1,5,1,5,1,1,1,5,1,15
globalvoices-v2018q4-d0134-a0019,globalvoices-v2018q4-doc-7f43c59bdde9a00a,news,unknown,False,False,False,70,152,False,False,False,155,155,False,False,False,False,False,246.95582535117865,210.22674030810597,46,34,46,34,1,1,40,35,38,77
globalvoices-v2018q4-d0134-a0020,globalvoices-v2018q4-doc-7f43c59bdde9a00a,news,unknown,False,False,False,130,234,False,False,False,204,204,False,False,False,False,False,343.60756375233177,212.7399234373588,78,47,78,47,1,1,68,43,65,96
globalvoices-v2018q4-d0134-a0021,globalvoices-v2018q4-doc-7f43c59bdde9a00a,news,unknown,False,False,False,14,20,False,False,False,17,17,False,False,False,False,False,62.911386132240295,29.034478187561035,6,3,6,3,1,1,5,3,7,10
globalvoices-v2018q4-d0134-a0022,globalvoices-v2018q4-doc-7f43c59bdde9a00a,news,unknown,False,False,False,101,203,False,False,False,182,182,False,False,False,False,False,368.4700284660794,199.93689341744175,73,42,73,42,1,1,60,41,61,97
globalvoices-v2018q4-d0134-a0023,globalvoices-v2018q4-doc-7f43c59bdde9a00a,news,unknown,False,False,False,65,153,False,False,False,112,112,False,False,False,False,False,228.71255107969048,108.78088311671672,52,31,52,31,1,1,44,27,32,55
globalvoices-v2018q4-d0134-a0024,globalvoices-v2018q4-doc-7f43c59bdde9a00a,news,unknown,False,False,False,48,116,False,False,False,80,80,False,False,False,False,False,204.0197693090304,128.85306683182716,43,22,43,22,1,1,37,22,29,47
globalvoices-v2018q4-d0134-a0025,globalvoices-v2018q4-doc-7f43c59bdde9a00a,news,unknown,False,False,False,70,170,False,False,False,139,139,False,False,False,False,False,267.2598386021564,202.75581550225616,53,30,53,30,1,1,42,29,41,69
globalvoices-v2018q4-d0134-a0026,globalvoices-v2018q4-doc-7f43c59bdde9a00a,news,unknown,False,False,False,110,244,False,False,False,281,281,False,False,False,False,False,357.11058611795306,374.51747607660946,73,58,73,58,1,1,63,56,63,141
globalvoices-v2018q4-d0134-a0027,globalvoices-v2018q4-doc-7f43c59bdde9a00a,news,unknown,False,False,False,79,165,False,False,False,199,199,False,False,False,False,False,211.49048122111708,240.73056070134044,54,39,54,39,1,1,41,38,42,104
globalvoices-v2018q4-d0134-a0028,globalvoices-v2018q4-doc-7f43c59bdde9a00a,news,unknown,False,False,False,123,301,False,False,False,211,211,False,False,False,False,False,429.19409382378217,316.73244344769046,91,45,91,45,1,1,75,44,65,103
globalvoices-v2018q4-d0134-a0029,globalvoices-v2018q4-doc-7f43c59bdde9a00a,news,unknown,False,False,False,105,221,False,False,False,190,190,False,False,False,False,False,312.8690959755331,299.30362689495087,71,46,71,46,1,1,54,46,52,91
globalvoices-v2018q4-d0137-a0001,globalvoices-v2018q4-doc-3b6b57e9118d88b3,news,unknown,False,False,False,33,83,False,False,False,87,88,False,False,False,False,False,152.9442882798612,140.10832542926073,24,19,24,19,1,1,24,19,15,42
globalvoices-v2018q4-d0137-a0002,globalvoices-v2018q4-doc-3b6b57e9118d88b3,news,unknown,False,False,False,108,246,False,False,False,191,191,False,False,False,False,False,313.9224443748826,208.5808241304476,83,44,83,44,1,1,67,42,52,92
globalvoices-v2018q4-d0137-a0003,globalvoices-v2018q4-doc-3b6b57e9118d88b3,news,unknown,False,False,False,155,379,False,False,False,242,242,False,False,False,False,False,407.2915350161493,251.7799394801259,93,44,93,44,1,1,83,44,74,119
globalvoices-v2018q4-d0137-a0004,globalvoices-v2018q4-doc-3b6b57e9118d88b3,news,unknown,False,False,False,90,230,False,False,False,221,221,False,False,False,False,False,247.7412754066754,214.5703398133628,63,40,63,40,1,1,54,40,44,116
globalvoices-v2018q4-d0137-a0005,globalvoices-v2018q4-doc-3b6b57e9118d88b3,news,unknown,False,False,False,14,30,False,False,False,42,42,False,False,False,False,False,86.04304303228855,82.45996654033661,12,11,12,11,1,1,11,11,8,19
globalvoices-v2018q4-d0137-a0006,globalvoices-v2018q4-doc-3b6b57e9118d88b3,news,unknown,False,False,False,80,160,False,False,False,142,142,False,False,False,False,False,262.46680072438903,130.81448436249048,59,44,59,44,1,1,46,35,41,66
globalvoices-v2018q4-d0137-a0007,globalvoices-v2018q4-doc-3b6b57e9118d88b3,news,unknown,False,False,False,61,115,False,False,False,107,107,False,False,False,False,False,295.49579049646854,178.42376804351807,45,30,45,30,1,1,43,28,39,50
globalvoices-v2018q4-d0137-a0008,globalvoices-v2018q4-doc-3b6b57e9118d88b3,news,unknown,False,False,False,14,34,False,False,False,23,23,False,False,False,False,False,68.05239971890114,46.37410259246826,11,4,11,4,1,1,9,4,6,10
globalvoices-v2018q4-d0137-a0009,globalvoices-v2018q4-doc-3b6b57e9118d88b3,news,unknown,False,False,False,6,16,False,False,False,20,20,False,False,False,False,False,41.325284481048584,23.45968296378851,5,4,5,4,1,1,5,4,3,11
globalvoices-v2018q4-d0137-a0010,globalvoices-v2018q4-doc-3b6b57e9118d88b3,news,unknown,False,False,False,18,40,False,False,False,31,31,False,False,False,False,False,92.8707252331078,77.27681612968445,14,8,14,8,1,1,13,8,12,19
globalvoices-v2018q4-d0137-a0011,globalvoices-v2018q4-doc-3b6b57e9118d88b3,news,unknown,False,False,False,74,136,False,False,False,110,110,False,False,False,False,False,287.2892025895417,164.19123515486717,50,29,50,29,1,1,42,27,39,49
globalvoices-v2018q4-d0137-a0012,globalvoices-v2018q4-doc-3b6b57e9118d88b3,news,unknown,False,False,False,70,146,False,False,False,203,203,False,False,False,False,False,248.43125476455316,233.87759833876044,46,44,46,44,1,1,40,43,40,95
globalvoices-v2018q4-d0137-a0013,globalvoices-v2018q4-doc-3b6b57e9118d88b3,news,unknown,False,False,False,57,141,False,False,False,135,135,False,False,False,False,False,200.6864471253939,188.82858817651868,45,29,45,29,1,1,38,29,28,62
globalvoices-v2018q4-d0137-a0014,globalvoices-v2018q4-doc-3b6b57e9118d88b3,news,unknown,False,False,False,58,136,False,False,False,116,116,False,False,False,False,False,148.9923456867691,158.69653922319412,38,24,38,24,1,1,33,24,31,58
globalvoices-v2018q4-d0137-a0015,globalvoices-v2018q4-doc-3b6b57e9118d88b3,news,unknown,False,False,False,82,188,False,False,False,182,182,False,False,False,False,False,295.14396486931946,246.01705024391413,57,34,57,34,1,1,51,34,42,88
globalvoices-v2018q4-d0137-a0016,globalvoices-v2018q4-doc-3b6b57e9118d88b3,news,unknown,False,False,False,45,111,False,False,False,93,93,False,False,False,False,False,194.7234466318041,153.10480069369078,35,23,35,23,1,1,33,23,25,51
globalvoices-v2018q4-d0137-a0017,globalvoices-v2018q4-doc-3b6b57e9118d88b3,news,unknown,False,False,False,115,281,False,False,False,226,226,False,False,False,False,False,387.6194700957276,327.87371195852757,77,44,77,44,1,1,69,44,55,110
globalvoices-v2018q4-d0137-a0018,globalvoices-v2018q4-doc-3b6b57e9118d88b3,news,unknown,False,False,False,33,75,False,False,False,50,50,False,False,False,False,False,158.02148333191872,88.47146379947662,19,13,19,13,1,1,17,13,18,23
globalvoices-v2018q4-d0139-a0001,globalvoices-v2018q4-doc-35a2e067582db7da,news,unknown,False,False,False,36,90,False,False,False,84,85,False,False,False,False,False,138.1793638409581,119.98879116773604,30,15,30,15,1,1,22,17,16,40
globalvoices-v2018q4-d0139-a0002,globalvoices-v2018q4-doc-35a2e067582db7da,news,unknown,False,False,False,122,238,False,False,False,222,222,False,False,False,False,False,250.54016967280768,188.00829799100757,77,51,77,51,1,1,62,48,61,103
globalvoices-v2018q4-d0139-a0003,globalvoices-v2018q4-doc-35a2e067582db7da,news,unknown,False,False,False,51,125,False,False,False,94,94,False,False,False,False,False,168.6542607145384,134.2223813533783,39,16,39,16,1,1,28,16,27,45
globalvoices-v2018q4-d0139-a0004,globalvoices-v2018q4-doc-35a2e067582db7da,news,unknown,False,False,False,97,241,False,False,False,180,180,False,False,False,False,False,281.8118207671796,231.48803190141916,75,35,75,35,1,1,63,35,48,88
globalvoices-v2018q4-d0139-a0005,globalvoices-v2018q4-doc-35a2e067582db7da,news,unknown,False,False,False,26,60,False,False,False,50,50,False,False,False,False,False,164.06454193865648,119.39676322788,22,13,22,13,1,1,18,13,15,27
globalvoices-v2018q4-d0139-a0006,globalvoices-v2018q4-doc-35a2e067582db7da,news,unknown,False,False,False,88,214,False,False,False,161,161,False,False,False,False,False,280.6684606366325,177.03439693152905,55,31,55,31,1,1,45,31,43,81
globalvoices-v2018q4-d0139-a0007,globalvoices-v2018q4-doc-35a2e067582db7da,news,unknown,False,False,False,10,26,False,False,False,16,16,False,False,False,False,False,53.74690167605877,45.18707579374313,9,5,9,5,1,1,9,6,6,11
globalvoices-v2018q4-d0139-a0008,globalvoices-v2018q4-doc-35a2e067582db7da,news,unknown,False,False,False,32,42,False,False,False,49,49,False,False,False,False,False,146.5947595858015,83.87141029769555,17,18,17,18,1,1,17,18,21,32
globalvoices-v2018q4-d0139-a0009,globalvoices-v2018q4-doc-35a2e067582db7da,news,unknown,False,False,False,7,13,False,False,False,34,34,False,False,False,False,False,53.188260555267334,58.70517587661743,5,6,5,6,1,1,4,6,5,18
globalvoices-v2018q4-d0139-a0010,globalvoices-v2018q4-doc-35a2e067582db7da,news,unknown,False,False,False,21,47,False,False,False,47,47,False,False,False,False,False,98.56953445076942,99.52522253990172,12,10,12,10,1,1,12,10,10,23
globalvoices-v2018q4-d0139-a0011,globalvoices-v2018q4-doc-35a2e067582db7da,news,unknown,False,False,False,63,157,False,False,False,150,150,False,False,False,False,False,166.5952194761485,143.20119588077068,38,23,38,23,1,1,31,23,30,67
globalvoices-v2018q4-d0139-a0012,globalvoices-v2018q4-doc-35a2e067582db7da,news,unknown,False,False,False,86,212,False,False,False,167,167,False,False,False,False,False,240.3399003863451,123.0296176597476,55,30,55,30,1,1,47,30,42,76
globalvoices-v2018q4-d0139-a0013,globalvoices-v2018q4-doc-35a2e067582db7da,news,unknown,False,False,False,35,83,False,False,False,63,63,False,False,False,False,False,184.67574852705,144.27435952425003,25,19,25,19,1,1,23,18,20,35
globalvoices-v2018q4-d0139-a0014,globalvoices-v2018q4-doc-35a2e067582db7da,news,unknown,False,False,False,38,96,False,False,False,75,75,False,False,False,False,False,122.91836718283594,95.33556354045868,23,15,23,15,1,1,20,15,17,41
globalvoices-v2018q4-d0139-a0015,globalvoices-v2018q4-doc-35a2e067582db7da,news,unknown,False,False,False,49,117,False,False,False,82,82,False,False,False,False,False,146.84023219347,107.04491019248962,26,18,26,18,1,1,26,17,26,42
globalvoices-v2018q4-d0139-a0016,globalvoices-v2018q4-doc-35a2e067582db7da,news,unknown,False,False,False,30,70,False,False,False,70,70,False,False,False,False,False,161.50413995981216,155.95832681283355,20,21,20,21,1,1,19,21,19,40
globalvoices-v2018q4-d0139-a0017,globalvoices-v2018q4-doc-35a2e067582db7da,news,unknown,False,False,False,40,96,False,False,False,82,82,False,False,False,False,False,142.96199797047302,120.45576304197311,25,19,25,19,1,1,23,19,22,42
globalvoices-v2018q4-d0139-a0018,globalvoices-v2018q4-doc-35a2e067582db7da,news,unknown,False,False,False,46,110,False,False,False,92,92,False,False,False,False,False,127.3754826784134,104.64355346560478,22,18,22,18,1,1,22,18,24,46
globalvoices-v2018q4-d0139-a0019,globalvoices-v2018q4-doc-35a2e067582db7da,news,unknown,False,False,False,55,135,False,False,False,124,124,False,False,False,False,False,175.49383727181703,128.0805303156376,40,20,40,20,1,1,29,20,27,54
globalvoices-v2018q4-d0139-a0020,globalvoices-v2018q4-doc-35a2e067582db7da,news,unknown,False,False,False,25,63,False,False,False,41,41,False,False,False,False,False,90.45033955574036,61.35241574048996,15,9,15,9,1,1,15,10,13,21
globalvoices-v2018q4-d0139-a0021,globalvoices-v2018q4-doc-35a2e067582db7da,news,unknown,False,False,False,30,72,False,False,False,46,46,False,False,False,False,False,110.48790183942764,65.67571091651917,18,10,18,10,1,1,15,10,16,24
globalvoices-v2018q4-d0139-a0022,globalvoices-v2018q4-doc-35a2e067582db7da,news,unknown,False,False,False,44,108,False,False,False,97,97,False,False,False,False,False,131.16806714097038,97.35501635074615,31,17,31,17,1,1,23,17,16,43
globalvoices-v2018q4-d0139-a0023,globalvoices-v2018q4-doc-35a2e067582db7da,news,unknown,False,False,False,22,50,False,False,False,50,50,False,False,False,False,False,136.01241207122803,116.6547754406929,15,15,15,15,1,1,14,14,13,25
globalvoices-v2018q4-d0139-a0024,globalvoices-v2018q4-doc-35a2e067582db7da,news,unknown,False,False,False,36,84,False,False,False,70,70,False,False,False,False,False,115.70150452508824,86.4755352139473,20,14,20,14,1,1,20,14,19,30
globalvoices-v2018q4-d0139-a0025,globalvoices-v2018q4-doc-35a2e067582db7da,news,unknown,False,False,False,66,170,False,False,False,170,170,False,False,False,False,False,203.69382710568607,176.622260697186,44,30,44,30,1,1,36,30,35,73
globalvoices-v2018q4-d0139-a0026,globalvoices-v2018q4-doc-35a2e067582db7da,news,unknown,False,False,False,38,96,False,False,False,112,112,False,False,False,False,False,131.3459350131452,130.86643055081367,23,18,23,18,1,1,22,18,18,53
globalvoices-v2018q4-d0139-a0027,globalvoices-v2018q4-doc-35a2e067582db7da,news,unknown,False,False,False,43,101,False,False,False,69,69,False,False,False,False,False,122.75789068429732,100.84924983978271,24,14,24,14,1,1,24,14,23,34
globalvoices-v2018q4-d0139-a0028,globalvoices-v2018q4-doc-35a2e067582db7da,news,unknown,False,False,False,14,22,False,False,False,22,22,False,False,False,False,False,74.79195832461119,58.137969329953194,8,6,8,6,1,1,6,6,8,10
globalvoices-v2018q4-d0139-a0029,globalvoices-v2018q4-doc-35a2e067582db7da,news,unknown,False,False,False,71,171,False,False,False,145,145,False,False,False,False,False,219.6653116149828,156.9372340142727,55,25,55,25,1,1,41,25,36,70
globalvoices-v2018q4-d0139-a0030,globalvoices-v2018q4-doc-35a2e067582db7da,news,unknown,False,False,False,41,95,False,False,False,73,73,False,False,False,False,False,135.2184372022748,103.9454734325409,23,16,23,16,1,1,24,16,21,35
globalvoices-v2018q4-d0139-a0031,globalvoices-v2018q4-doc-35a2e067582db7da,news,unknown,False,False,False,16,32,False,False,False,14,14,False,False,False,False,False,61.33558075875044,45.77613639831543,9,3,9,3,1,1,9,3,9,7
globalvoices-v2018q4-d0139-a0032,globalvoices-v2018q4-doc-35a2e067582db7da,news,unknown,False,False,False,31,79,False,False,False,78,78,False,False,False,False,False,119.59817357361317,86.01782095432281,21,14,21,14,1,1,17,14,16,35
globalvoices-v2018q4-d0139-a0033,globalvoices-v2018q4-doc-35a2e067582db7da,news,unknown,False,False,False,23,55,False,False,False,46,50,False,False,False,False,False,111.96426072716712,68.98796546459198,17,9,17,9,1,1,16,9,13,23
globalvoices-v2018q4-d0139-a0034,globalvoices-v2018q4-doc-35a2e067582db7da,news,unknown,False,False,False,81,197,False,False,False,149,149,False,False,False,False,False,241.90664102113809,182.99114811047912,52,31,52,31,1,1,47,31,43,80
globalvoices-v2018q4-d0139-a0035,globalvoices-v2018q4-doc-35a2e067582db7da,news,unknown,False,False,False,92,232,False,False,False,149,149,False,False,False,False,False,265.4128843192011,155.41243132203817,61,28,61,28,1,1,53,28,45,69
globalvoices-v2018q4-d0139-a0036,globalvoices-v2018q4-doc-35a2e067582db7da,news,unknown,False,False,False,18,36,False,False,False,11,11,False,False,False,False,False,74.6704881042242,40.578744888305664,11,3,11,3,1,1,10,3,10,8
globalvoices-v2018q4-d0139-a0037,globalvoices-v2018q4-doc-35a2e067582db7da,news,unknown,False,False,False,10,26,False,False,False,19,19,False,False,False,False,False,67.64454373717308,34.263293981552124,8,4,8,4,1,1,11,4,7,10
globalvoices-v2018q4-d0139-a0038,globalvoices-v2018q4-doc-35a2e067582db7da,news,unknown,False,False,False,42,104,False,False,False,69,69,False,False,False,False,False,148.6059200912714,78.79374012351036,30,13,30,13,1,1,22,13,21,36
globalvoices-v2018q4-d0139-a0039,globalvoices-v2018q4-doc-35a2e067582db7da,news,unknown,False,False,False,101,251,False,False,False,202,202,False,False,False,False,False,271.20031992916483,174.4936433872208,63,39,63,39,1,1,64,40,49,94
globalvoices-v2018q4-d0139-a0040,globalvoices-v2018q4-doc-35a2e067582db7da,news,unknown,False,False,False,17,29,False,False,False,16,16,False,False,False,False,False,92.88607919216156,69.9889783859253,11,6,11,6,1,1,10,6,11,11
globalvoices-v2018q4-d0139-a0041,globalvoices-v2018q4-doc-35a2e067582db7da,news,unknown,False,False,False,36,90,False,False,False,50,50,False,False,False,False,False,106.72563659120352,70.23138952255249,22,9,22,9,1,1,20,9,15,20
globalvoices-v2018q4-d0139-a0042,globalvoices-v2018q4-doc-35a2e067582db7da,news,unknown,False,False,False,17,43,False,False,False,40,40,False,False,False,False,False,80.17152474494651,71.02060902118683,14,8,14,8,1,1,12,9,10,22
globalvoices-v2018q4-d0139-a0043,globalvoices-v2018q4-doc-35a2e067582db7da,news,unknown,False,False,False,67,163,False,False,False,150,152,False,False,False,False,False,222.4563253340311,157.82241466268897,49,31,49,31,1,1,44,32,36,72
globalvoices-v2018q4-d0139-a0044,globalvoices-v2018q4-doc-35a2e067582db7da,news,unknown,False,False,False,75,183,False,False,False,123,123,False,False,False,False,False,218.42917966656387,151.32405638694763,49,23,49,23,1,1,40,24,38,59
globalvoices-v2018q4-d0139-a0045,globalvoices-v2018q4-doc-35a2e067582db7da,news,unknown,False,False,False,39,95,False,False,False,64,64,False,False,False,False,False,214.61923898756504,175.2015583217144,31,18,31,18,1,1,29,18,24,35
globalvoices-v2018q4-d0139-a0046,globalvoices-v2018q4-doc-35a2e067582db7da,news,unknown,False,False,False,43,107,False,False,False,73,73,False,False,False,False,False,156.44646053481847,86.51144975423813,30,13,30,13,1,1,23,13,20,37
globalvoices-v2018q4-d0139-a0047,globalvoices-v2018q4-doc-35a2e067582db7da,news,unknown,False,False,False,43,109,False,False,False,93,93,False,False,False,False,False,125.46259452402592,107.26798558235168,29,16,29,16,1,1,25,16,22,44
globalvoices-v2018q4-d0139-a0048,globalvoices-v2018q4-doc-35a2e067582db7da,news,unknown,False,False,False,99,253,False,False,False,251,255,False,False,False,False,False,285.9025603123009,269.02734775305726,74,51,74,51,1,1,61,51,49,118
globalvoices-v2018q4-d0139-a0049,globalvoices-v2018q4-doc-35a2e067582db7da,news,unknown,False,False,False,23,51,False,False,False,52,52,False,False,False,False,False,81.8876352161169,69.99720486439764,20,11,20,11,1,1,15,10,13,23
globalvoices-v2018q4-d0139-a0050,globalvoices-v2018q4-doc-35a2e067582db7da,news,unknown,False,False,False,46,114,False,False,False,102,102,False,False,False,False,False,119.34267983643804,106.5636602640152,31,19,31,19,1,1,28,19,21,49
globalvoices-v2018q4-d0140-a0001,globalvoices-v2018q4-doc-8079a2d7d6edee4f,news,unknown,False,False,False,24,58,False,False,False,54,55,False,False,False,False,False,133.02334197983146,106.73248863220216,20,12,20,12,1,1,19,13,10,28
globalvoices-v2018q4-d0140-a0002,globalvoices-v2018q4-doc-8079a2d7d6edee4f,news,unknown,False,False,False,27,69,False,False,False,48,48,False,False,False,False,False,105.26406833529472,74.50081634521484,15,11,15,11,1,1,14,11,15,25
globalvoices-v2018q4-d0140-a0003,globalvoices-v2018q4-doc-8079a2d7d6edee4f,news,unknown,False,False,False,54,134,False,False,False,127,127,False,False,False,False,False,186.48330278642243,137.17147564888,38,22,38,22,1,1,35,22,28,60
globalvoices-v2018q4-d0140-a0004,globalvoices-v2018q4-doc-8079a2d7d6edee4f,news,unknown,False,False,False,105,227,False,False,False,179,179,False,False,False,False,False,367.8472740240395,221.00142476009205,74,39,74,39,1,1,67,38,54,82
globalvoices-v2018q4-d0140-a0005,globalvoices-v2018q4-doc-8079a2d7d6edee4f,news,unknown,False,False,False,28,72,False,False,False,53,53,False,False,False,False,False,149.39782251417637,97.30620300769806,24,15,24,15,1,1,22,15,16,25
globalvoices-v2018q4-d0140-a0006,globalvoices-v2018q4-doc-8079a2d7d6edee4f,news,unknown,False,False,False,90,226,False,False,False,156,156,False,False,False,False,False,356.54981564730406,171.2715550530702,60,31,60,31,1,1,59,31,47,79
globalvoices-v2018q4-d0140-a0007,globalvoices-v2018q4-doc-8079a2d7d6edee4f,news,unknown,False,False,False,61,153,False,False,False,104,104,False,False,False,False,False,253.40764574706552,144.9567748941481,48,26,48,26,1,1,48,25,34,48
globalvoices-v2018q4-d0140-a0008,globalvoices-v2018q4-doc-8079a2d7d6edee4f,news,unknown,False,False,False,30,70,False,False,False,65,65,False,False,False,False,False,131.10680685937405,90.49925129115582,22,17,22,17,1,1,21,15,17,31
