pair_id,cluster_id,genre,direction,flag_ko_nfc_changed,flag_ko_empty,flag_ko_control_chars,n_chars_ko,n_bytes_utf8_ko,flag_en_nfc_changed,flag_en_empty,flag_en_control_chars,n_chars_en,n_bytes_utf8_en,flag_ko_no_hangul,flag_ko_equals_en,flag_en_has_hangul,flag_duplicate_pair_id,flag_missing_meta,bits_ko,bits_en,n_targets_ko,n_targets_en,est_tokens_ko,est_tokens_en,n_chunks_ko,n_chunks_en,tokens_ko_baseline,tokens_en_baseline,tokens_ko_koreanfit,tokens_en_koreanfit
globalvoices-v2018q4-d0002-a0001,globalvoices-v2018q4-doc-9e95211d12795791,news,unknown,False,False,False,20,50,False,False,False,85,86,False,False,False,False,False,102.48855024576189,129.10399532318115,18,14,18,14,1,1,15,14,10,38
globalvoices-v2018q4-d0002-a0002,globalvoices-v2018q4-doc-9e95211d12795791,news,unknown,False,False,False,68,164,False,False,False,171,171,False,False,False,False,False,164.8005173257552,155.48344873078167,50,37,50,37,1,1,37,35,33,78
globalvoices-v2018q4-d0002-a0003,globalvoices-v2018q4-doc-9e95211d12795791,news,unknown,False,False,False,63,143,False,False,False,158,158,False,False,False,False,False,171.74470935110003,136.5025039538741,46,35,46,35,1,1,38,32,33,80
globalvoices-v2018q4-d0002-a0004,globalvoices-v2018q4-doc-9e95211d12795791,news,unknown,False,False,False,58,146,False,False,False,145,145,False,False,False,False,False,202.65914624533616,126.37436287477612,41,24,41,24,1,1,35,24,26,61
globalvoices-v2018q4-d0002-a0005,globalvoices-v2018q4-doc-9e95211d12795791,news,unknown,False,False,False,126,292,False,False,False,252,252,False,False,False,False,False,317.201658440521,222.92108165472743,76,52,76,52,1,1,62,51,64,121
globalvoices-v2018q4-d0002-a0006,globalvoices-v2018q4-doc-9e95211d12795791,news,unknown,False,False,False,33,79,False,False,False,75,75,False,False,False,False,False,155.82472079992294,125.64347080141306,22,18,22,18,1,1,20,16,18,37
globalvoices-v2018q4-d0003-a0001,globalvoices-v2018q4-doc-024d52204dcbc4e5,news,unknown,False,False,False,37,89,False,False,False,228,228,False,False,False,False,False,141.12873709201813,150.50464341882616,29,52,29,52,1,1,24,49,18,118
globalvoices-v2018q4-d0003-a0002,globalvoices-v2018q4-doc-024d52204dcbc4e5,news,unknown,False,False,False,33,83,False,False,False,91,91,False,False,False,False,False,139.34664357453585,80.70541343837976,29,21,29,21,1,1,22,19,17,45
globalvoices-v2018q4-d0003-a0003,globalvoices-v2018q4-doc-024d52204dcbc4e5,news,unknown,False,False,False,66,168,False,False,False,321,321,False,False,False,False,False,226.69163689896232,348.91349193034694,51,62,51,62,1,1,41,61,36,160
globalvoices-v2018q4-d0003-a0004,globalvoices-v2018q4-doc-024d52204dcbc4e5,news,unknown,False,False,False,28,70,False,False,False,75,75,False,False,False,False,False,141.8286543637514,81.59849252272397,18,16,18,16,1,1,17,16,15,35
globalvoices-v2018q4-d0003-a0005,globalvoices-v2018q4-doc-024d52204dcbc4e5,news,unknown,False,False,False,112,240,False,False,False,529,529,False,False,False,False,False,369.5639644509647,388.1094547128305,66,101,66,101,1,1,59,94,57,249
globalvoices-v2018q4-d0003-a0006,globalvoices-v2018q4-doc-024d52204dcbc4e5,news,unknown,False,False,False,32,80,False,False,False,91,91,False,False,False,False,False,122.53200011700392,71.44656543061137,23,16,23,16,1,1,19,15,15,44
globalvoices-v2018q4-d0003-a0007,globalvoices-v2018q4-doc-024d52204dcbc4e5,news,unknown,False,False,False,64,156,False,False,False,254,254,False,False,False,False,False,127.29979570955038,215.23936736490575,45,51,45,51,1,1,40,49,27,131
globalvoices-v2018q4-d0003-a0008,globalvoices-v2018q4-doc-024d52204dcbc4e5,news,unknown,False,False,False,57,139,False,False,False,297,297,False,False,False,False,False,129.86664989730343,207.6158075258136,45,49,45,49,1,1,34,49,28,143
globalvoices-v2018q4-d0003-a0009,globalvoices-v2018q4-doc-024d52204dcbc4e5,news,unknown,False,False,False,37,79,False,False,False,265,265,False,False,False,False,False,125.4568838700652,200.1591425545048,28,47,28,47,1,1,25,47,19,122
globalvoices-v2018q4-d0003-a0010,globalvoices-v2018q4-doc-024d52204dcbc4e5,news,unknown,False,False,False,52,112,False,False,False,284,286,False,False,False,False,False,246.9534180369228,314.04386916640215,39,53,39,53,1,1,36,51,28,139
globalvoices-v2018q4-d0003-a0011,globalvoices-v2018q4-doc-024d52204dcbc4e5,news,unknown,False,False,False,58,142,False,False,False,377,377,False,False,False,False,False,173.52857965280418,361.1846656575799,37,69,37,69,1,1,30,70,27,184
globalvoices-v2018q4-d0003-a0012,globalvoices-v2018q4-doc-024d52204dcbc4e5,news,unknown,False,False,False,61,147,False,False,False,188,188,False,False,False,False,False,186.9240210591815,214.6723327934742,44,33,44,33,1,1,39,33,28,95
globalvoices-v2018q4-d0003-a0013,globalvoices-v2018q4-doc-024d52204dcbc4e5,news,unknown,False,False,False,17,43,False,False,False,113,113,False,False,False,False,False,80.8387097120285,97.1952463388443,10,18,10,18,1,1,9,18,11,61
globalvoices-v2018q4-d0003-a0014,globalvoices-v2018q4-doc-024d52204dcbc4e5,news,unknown,False,False,False,93,199,False,False,False,394,394,False,False,False,False,False,282.8393469743896,376.74830228090286,61,71,61,71,1,1,48,71,53,182
globalvoices-v2018q4-d0005-a0001,globalvoices-v2018q4-doc-227ff28eb1b7832d,news,unknown,False,False,False,26,60,False,False,False,63,64,False,False,False,False,False,158.3445291092503,110.76644091308115,23,14,23,14,1,1,20,13,15,30
globalvoices-v2018q4-d0005-a0002,globalvoices-v2018q4-doc-227ff28eb1b7832d,news,unknown,False,False,False,134,249,False,False,False,214,215,False,False,False,False,False,384.38495821402466,205.5588498902507,100,52,100,52,1,1,85,51,85,104
globalvoices-v2018q4-d0005-a0003,globalvoices-v2018q4-doc-227ff28eb1b7832d,news,unknown,False,False,False,50,122,False,False,False,127,127,False,False,False,False,False,145.77049053506926,222.98572459816933,40,32,40,32,1,1,30,28,27,63
globalvoices-v2018q4-d0005-a0004,globalvoices-v2018q4-doc-227ff28eb1b7832d,news,unknown,False,False,False,135,136,False,False,False,158,159,True,False,False,False,False,124.96611771127208,143.7133653043711,34,37,34,37,1,1,33,36,78,89
globalvoices-v2018q4-d0005-a0005,globalvoices-v2018q4-doc-227ff28eb1b7832d,news,unknown,False,False,False,175,389,False,False,False,291,297,False,False,False,False,False,542.7673182541221,310.4282002588734,121,61,121,61,1,1,99,60,88,148
globalvoices-v2018q4-d0005-a0006,globalvoices-v2018q4-doc-227ff28eb1b7832d,news,unknown,False,False,False,33,83,False,False,False,69,69,False,False,False,False,False,130.05574880330823,110.60495334863664,23,16,23,16,1,1,21,15,19,32
globalvoices-v2018q4-d0006-a0001,globalvoices-v2018q4-doc-d1557879b75cce70,news,unknown,False,False,False,16,40,False,False,False,48,49,False,False,False,False,False,113.95951832830906,106.4215384721756,17,12,17,12,1,1,14,12,10,24
globalvoices-v2018q4-d0006-a0002,globalvoices-v2018q4-doc-d1557879b75cce70,news,unknown,False,False,False,54,130,False,False,False,90,96,False,False,False,False,False,179.52195610199124,95.8440319156507,44,22,44,22,1,1,36,22,32,49
globalvoices-v2018q4-d0006-a0003,globalvoices-v2018q4-doc-d1557879b75cce70,news,unknown,False,False,False,40,90,False,False,False,111,111,False,False,False,False,False,136.5573674030602,98.79155431501567,29,25,29,25,1,1,25,25,20,47
globalvoices-v2018q4-d0006-a0004,globalvoices-v2018q4-doc-d1557879b75cce70,news,unknown,False,False,False,22,52,False,False,False,128,128,False,False,False,False,False,88.55380362272263,108.94565586210229,16,30,16,30,1,1,13,29,12,62
globalvoices-v2018q4-d0006-a0005,globalvoices-v2018q4-doc-d1557879b75cce70,news,unknown,False,False,False,79,195,False,False,False,184,184,False,False,False,False,False,188.51382933801503,210.58357954025269,54,34,54,34,1,1,50,34,41,87
globalvoices-v2018q4-d0006-a0006,globalvoices-v2018q4-doc-d1557879b75cce70,news,unknown,False,False,False,96,210,False,False,False,208,209,False,False,False,False,False,322.6377696543932,256.65890753269196,58,40,58,40,1,1,54,40,49,100
globalvoices-v2018q4-d0006-a0007,globalvoices-v2018q4-doc-d1557879b75cce70,news,unknown,False,False,False,106,246,False,False,False,280,280,False,False,False,False,False,310.980162995671,257.51243147812784,92,65,92,65,1,1,79,59,52,129
globalvoices-v2018q4-d0006-a0008,globalvoices-v2018q4-doc-d1557879b75cce70,news,unknown,False,False,False,127,305,False,False,False,281,281,False,False,False,False,False,425.34302824595943,243.8015767559409,93,56,93,56,1,1,77,55,70,133
globalvoices-v2018q4-d0006-a0009,globalvoices-v2018q4-doc-d1557879b75cce70,news,unknown,False,False,False,18,44,False,False,False,51,51,False,False,False,False,False,128.6101107597351,89.12555966558284,18,12,18,12,1,1,13,11,11,25
globalvoices-v2018q4-d0006-a0010,globalvoices-v2018q4-doc-d1557879b75cce70,news,unknown,False,False,False,35,87,False,False,False,82,82,False,False,False,False,False,127.94086699560285,93.96844373154454,22,18,22,18,1,1,21,18,19,37
globalvoices-v2018q4-d0006-a0011,globalvoices-v2018q4-doc-d1557879b75cce70,news,unknown,False,False,False,67,163,False,False,False,163,163,False,False,False,False,False,175.7765853528399,151.31153149157765,41,29,41,29,1,1,40,28,35,81
globalvoices-v2018q4-d0006-a0012,globalvoices-v2018q4-doc-d1557879b75cce70,news,unknown,False,False,False,18,44,False,False,False,41,41,False,False,False,False,False,109.56850841641426,86.84537959098816,15,9,15,9,1,1,13,9,10,24
globalvoices-v2018q4-d0006-a0013,globalvoices-v2018q4-doc-d1557879b75cce70,news,unknown,False,False,False,48,116,False,False,False,91,91,False,False,False,False,False,189.04152341603185,113.06833869218826,40,19,40,19,1,1,33,19,25,46
globalvoices-v2018q4-d0006-a0014,globalvoices-v2018q4-doc-d1557879b75cce70,news,unknown,False,False,False,41,103,False,False,False,154,154,False,False,False,False,False,152.68466697912663,118.05292233079672,34,27,34,27,1,1,26,27,21,79
globalvoices-v2018q4-d0006-a0015,globalvoices-v2018q4-doc-d1557879b75cce70,news,unknown,False,False,False,64,124,False,False,False,116,116,False,False,False,False,False,205.5686350967735,151.07634422183037,38,27,38,27,1,1,35,27,36,58
globalvoices-v2018q4-d0006-a0016,globalvoices-v2018q4-doc-d1557879b75cce70,news,unknown,False,False,False,9,23,False,False,False,12,12,False,False,False,False,False,51.42970526777208,18.1224308013916,6,2,6,2,1,1,6,2,5,7
globalvoices-v2018q4-d0006-a0017,globalvoices-v2018q4-doc-d1557879b75cce70,news,unknown,False,False,False,69,165,False,False,False,175,175,False,False,False,False,False,212.5397181995213,211.53297916799784,46,35,46,35,1,1,40,36,35,90
globalvoices-v2018q4-d0006-a0018,globalvoices-v2018q4-doc-d1557879b75cce70,news,unknown,False,False,False,69,145,False,False,False,106,106,False,False,False,False,False,224.8694766163826,166.3425891622901,50,28,50,28,1,1,38,24,35,52
globalvoices-v2018q4-d0006-a0019,globalvoices-v2018q4-doc-d1557879b75cce70,news,unknown,False,False,False,38,92,False,False,False,62,62,False,False,False,False,False,144.258972492069,105.63265085220335,28,16,28,16,1,1,25,15,19,32
globalvoices-v2018q4-d0006-a0020,globalvoices-v2018q4-doc-d1557879b75cce70,news,unknown,False,False,False,45,111,False,False,False,110,110,False,False,False,False,False,166.0639226771891,154.27281617373228,32,23,32,23,1,1,28,22,24,53
globalvoices-v2018q4-d0006-a0021,globalvoices-v2018q4-doc-d1557879b75cce70,news,unknown,False,False,False,10,24,False,False,False,15,15,False,False,False,False,False,70.21734780073166,43.35734510421753,10,5,10,5,1,1,9,5,7,8
globalvoices-v2018q4-d0006-a0022,globalvoices-v2018q4-doc-d1557879b75cce70,news,unknown,False,False,False,18,46,False,False,False,38,38,False,False,False,False,False,111.73044700175524,86.03373599052429,15,8,15,8,1,1,13,8,8,23
globalvoices-v2018q4-d0006-a0023,globalvoices-v2018q4-doc-d1557879b75cce70,news,unknown,False,False,False,10,24,False,False,False,9,9,False,False,False,False,False,47.96638011932373,33.33065891265869,6,3,6,3,1,1,6,3,5,5
globalvoices-v2018q4-d0006-a0024,globalvoices-v2018q4-doc-d1557879b75cce70,news,unknown,False,False,False,22,54,False,False,False,42,42,False,False,False,False,False,86.98161292076111,60.7814536690712,15,10,15,10,1,1,12,10,12,18
globalvoices-v2018q4-d0006-a0025,globalvoices-v2018q4-doc-d1557879b75cce70,news,unknown,False,False,False,38,90,False,False,False,68,68,False,False,False,False,False,130.45091108977795,82.5116969011724,27,17,27,17,1,1,24,16,22,31
globalvoices-v2018q4-d0006-a0026,globalvoices-v2018q4-doc-d1557879b75cce70,news,unknown,False,False,False,9,23,False,False,False,8,8,False,False,False,False,False,54.9574872367084,25.85782551765442,7,3,7,3,1,1,7,3,5,7
globalvoices-v2018q4-d0006-a0027,globalvoices-v2018q4-doc-d1557879b75cce70,news,unknown,False,False,False,31,73,False,False,False,46,46,False,False,False,False,False,110.92717964574696,69.01618319749832,23,12,23,12,1,1,18,12,17,25
globalvoices-v2018q4-d0006-a0028,globalvoices-v2018q4-doc-d1557879b75cce70,news,unknown,False,False,False,88,212,False,False,False,236,236,False,False,False,False,False,296.99606390530244,282.27683274820447,62,52,62,52,1,1,53,51,49,114
globalvoices-v2018q4-d0006-a0029,globalvoices-v2018q4-doc-d1557879b75cce70,news,unknown,False,False,False,69,165,False,False,False,187,192,False,False,False,False,False,303.659717550996,201.2659381981939,58,40,58,40,1,1,48,39,43,99
globalvoices-v2018q4-d0006-a0030,globalvoices-v2018q4-doc-d1557879b75cce70,news,unknown,False,False,False,31,77,False,False,False,74,74,False,False,False,False,False,223.22171473503113,133.56608226895332,27,21,27,21,1,1,26,17,19,43
globalvoices-v2018q4-d0006-a0031,globalvoices-v2018q4-doc-d1557879b75cce70,news,unknown,False,False,False,53,131,False,False,False,123,123,False,False,False,False,False,205.24601269699633,131.55929897539318,34,31,34,31,1,1,30,28,24,61
globalvoices-v2018q4-d0006-a0032,globalvoices-v2018q4-doc-d1557879b75cce70,news,unknown,False,False,False,34,86,False,False,False,72,72,False,False,False,False,False,117.10103490948676,82.1263153553009,22,16,22,16,1,1,21,16,20,39
globalvoices-v2018q4-d0006-a0033,globalvoices-v2018q4-doc-d1557879b75cce70,news,unknown,False,False,False,15,31,False,False,False,33,33,False,False,False,False,False,72.53023925423622,50.04280710220337,14,11,14,11,1,1,9,10,10,19
globalvoices-v2018q4-d0006-a0034,globalvoices-v2018q4-doc-d1557879b75cce70,news,unknown,False,False,False,60,144,False,False,False,110,110,False,False,False,False,False,235.5190043136245,90.93263791501522,46,25,46,25,1,1,39,23,35,51
globalvoices-v2018q4-d0006-a0035,globalvoices-v2018q4-doc-d1557879b75cce70,news,unknown,False,False,False,61,151,False,False,False,109,111,False,False,False,False,False,166.69096978125162,136.30893254466355,47,23,47,23,1,1,41,23,29,59
globalvoices-v2018q4-d0006-a0036,globalvoices-v2018q4-doc-d1557879b75cce70,news,unknown,False,False,False,48,116,False,False,False,110,114,False,False,False,False,False,199.69269092381,107.16582449525596,30,20,30,20,1,1,23,20,26,55
globalvoices-v2018q4-d0006-a0037,globalvoices-v2018q4-doc-d1557879b75cce70,news,unknown,False,False,False,51,127,False,False,False,92,92,False,False,False,False,False,148.65556873189053,111.3690561261028,34,21,34,21,1,1,27,19,24,46
globalvoices-v2018q4-d0009-a0001,globalvoices-v2018q4-doc-0c46e4da352e2e78,news,unknown,False,False,False,19,47,False,False,False,70,71,False,False,False,False,False,100.85944345593452,88.7652416229248,14,13,14,13,1,1,12,13,9,35
globalvoices-v2018q4-d0009-a0002,globalvoices-v2018q4-doc-0c46e4da352e2e78,news,unknown,False,False,False,127,261,False,False,False,257,257,False,False,False,False,False,273.02407621458406,247.42384939361364,80,46,80,46,1,1,63,46,67,129
globalvoices-v2018q4-d0009-a0003,globalvoices-v2018q4-doc-0c46e4da352e2e78,news,unknown,False,False,False,69,167,False,False,False,107,107,False,False,False,False,False,199.9399921100121,123.76155658811332,46,25,46,25,1,1,44,25,38,57
globalvoices-v2018q4-d0009-a0004,globalvoices-v2018q4-doc-0c46e4da352e2e78,news,unknown,False,False,False,174,380,False,False,False,295,295,False,False,False,False,False,420.37808191019576,277.9589851121418,98,59,98,59,1,1,96,58,95,149
globalvoices-v2018q4-d0009-a0005,globalvoices-v2018q4-doc-0c46e4da352e2e78,news,unknown,False,False,False,85,211,False,False,False,206,206,False,False,False,False,False,224.4437528070339,237.76571736112237,57,33,57,33,1,1,51,33,44,103
globalvoices-v2018q4-d0009-a0006,globalvoices-v2018q4-doc-0c46e4da352e2e78,news,unknown,False,False,False,31,75,False,False,False,43,43,False,False,False,False,False,109.94746871292593,68.60756033658981,20,9,20,9,1,1,20,7,16,27
globalvoices-v2018q4-d0009-a0007,globalvoices-v2018q4-doc-0c46e4da352e2e78,news,unknown,False,False,False,29,71,False,False,False,42,42,False,False,False,False,False,116.5401274561882,91.59202075004578,20,12,20,12,1,1,19,12,16,24
globalvoices-v2018q4-d0010-a0001,globalvoices-v2018q4-doc-f0c4662bb7e44758,news,unknown,False,False,False,17,43,False,False,False,74,75,False,False,False,False,False,89.5472386777401,103.87299840152264,14,15,14,15,1,1,13,16,9,35
globalvoices-v2018q4-d0010-a0002,globalvoices-v2018q4-doc-f0c4662bb7e44758,news,unknown,False,False,False,92,200,False,False,False,240,240,False,False,False,False,False,220.38649077160517,154.1014004657045,68,52,68,52,1,1,55,50,48,111
globalvoices-v2018q4-d0010-a0003,globalvoices-v2018q4-doc-f0c4662bb7e44758,news,unknown,False,False,False,34,84,False,False,False,79,79,False,False,False,False,False,126.03879998717456,71.30801951885223,23,13,23,13,1,1,19,13,21,39
globalvoices-v2018q4-d0010-a0004,globalvoices-v2018q4-doc-f0c4662bb7e44758,news,unknown,False,False,False,69,169,False,False,False,177,179,False,False,False,False,False,189.82423035800457,156.33283220231533,48,31,48,31,1,1,41,31,35,86
globalvoices-v2018q4-d0010-a0005,globalvoices-v2018q4-doc-f0c4662bb7e44758,news,unknown,False,False,False,26,64,False,False,False,66,66,False,False,False,False,False,110.61535700084642,102.4990302324295,21,15,21,15,1,1,16,14,14,33
globalvoices-v2018q4-d0010-a0006,globalvoices-v2018q4-doc-f0c4662bb7e44758,news,unknown,False,False,False,101,210,False,False,False,184,185,False,False,False,False,False,339.6114058366511,224.91329219099137,66,38,66,38,1,1,54,37,57,88
globalvoices-v2018q4-d0011-a0001,globalvoices-v2018q4-doc-e227b354ceaf0a23,news,unknown,False,False,False,16,40,False,False,False,51,52,False,False,False,False,False,89.56236647441983,81.56912653893232,16,11,16,11,1,1,12,11,6,24
globalvoices-v2018q4-d0011-a0002,globalvoices-v2018q4-doc-e227b354ceaf0a23,news,unknown,False,False,False,60,146,False,False,False,375,375,False,False,False,False,False,193.8021914314595,352.7955362731591,44,77,44,77,1,1,36,77,32,171
globalvoices-v2018q4-d0011-a0003,globalvoices-v2018q4-doc-e227b354ceaf0a23,news,unknown,False,False,False,34,84,False,False,False,76,76,False,False,False,False,False,144.0147031545639,112.3648923691362,25,18,25,18,1,1,20,18,17,39
globalvoices-v2018q4-d0011-a0004,globalvoices-v2018q4-doc-e227b354ceaf0a23,news,unknown,False,False,False,116,266,False,False,False,376,376,False,False,False,False,False,334.4609476979822,394.5245688811701,85,91,85,91,1,1,73,84,64,177
globalvoices-v2018q4-d0011-a0005,globalvoices-v2018q4-doc-e227b354ceaf0a23,news,unknown,False,False,False,45,113,False,False,False,61,61,False,False,False,False,False,134.41588785126805,76.96584052991238,30,14,30,14,1,1,27,13,27,30
globalvoices-v2018q4-d0011-a0006,globalvoices-v2018q4-doc-e227b354ceaf0a23,news,unknown,False,False,False,49,87,False,False,False,148,148,False,False,False,False,False,172.64505644887686,161.21176137588918,32,35,32,35,1,1,26,35,30,68
globalvoices-v2018q4-d0011-a0007,globalvoices-v2018q4-doc-e227b354ceaf0a23,news,unknown,False,False,False,109,187,False,False,False,339,339,False,False,False,False,False,315.5303500262089,402.4276072772336,57,63,57,63,1,1,52,62,62,153
globalvoices-v2018q4-d0011-a0008,globalvoices-v2018q4-doc-e227b354ceaf0a23,news,unknown,False,False,False,79,191,False,False,False,182,184,False,False,False,False,False,276.14908221911173,235.60275252349675,61,32,61,32,1,1,51,32,43,93
globalvoices-v2018q4-d0011-a0009,globalvoices-v2018q4-doc-e227b354ceaf0a23,news,unknown,False,False,False,28,64,False,False,False,101,101,False,False,False,False,False,111.39994764328004,119.8493325524032,22,20,22,20,1,1,18,20,15,50
globalvoices-v2018q4-d0011-a0010,globalvoices-v2018q4-doc-e227b354ceaf0a23,news,unknown,False,False,False,78,188,False,False,False,364,364,False,False,False,False,False,283.11930039920844,301.3581998196896,62,67,62,67,1,1,50,67,40,173
globalvoices-v2018q4-d0011-a0011,globalvoices-v2018q4-doc-e227b354ceaf0a23,news,unknown,False,False,False,33,81,False,False,False,152,152,False,False,False,False,False,125.20860796421766,121.57428394258022,23,29,23,29,1,1,19,29,16,67
globalvoices-v2018q4-d0012-a0001,globalvoices-v2018q4-doc-6b5340ef0c89d631,news,unknown,False,False,False,18,42,False,False,False,51,52,False,False,False,False,False,88.5942101329565,80.15244221687317,16,10,16,10,1,1,14,9,10,24
globalvoices-v2018q4-d0012-a0002,globalvoices-v2018q4-doc-6b5340ef0c89d631,news,unknown,False,False,False,41,97,False,False,False,109,109,False,False,False,False,False,125.39334400329972,114.47999775409698,40,19,40,19,1,1,33,19,19,56
globalvoices-v2018q4-d0012-a0003,globalvoices-v2018q4-doc-6b5340ef0c89d631,news,unknown,False,False,False,44,108,False,False,False,95,95,False,False,False,False,False,141.02912994101644,86.04150088131428,34,16,34,16,1,1,30,16,24,47
globalvoices-v2018q4-d0012-a0004,globalvoices-v2018q4-doc-6b5340ef0c89d631,news,unknown,False,False,False,32,68,False,False,False,243,243,False,False,False,False,False,99.20070236176252,265.90771132707596,26,46,26,46,1,1,20,46,17,117
globalvoices-v2018q4-d0012-a0005,globalvoices-v2018q4-doc-6b5340ef0c89d631,news,unknown,False,False,False,24,58,False,False,False,118,118,False,False,False,False,False,111.46544827520847,183.0873084552586,20,27,20,27,1,1,17,27,14,54
globalvoices-v2018q4-d0012-a0006,globalvoices-v2018q4-doc-6b5340ef0c89d631,news,unknown,False,False,False,40,98,False,False,False,85,87,False,False,False,False,False,165.8315198663622,81.83153807744384,32,21,32,21,1,1,29,21,23,45
globalvoices-v2018q4-d0012-a0007,globalvoices-v2018q4-doc-6b5340ef0c89d631,news,unknown,False,False,False,35,35,False,False,False,60,60,True,False,False,False,False,81.54150342941284,98.06831580400468,7,14,7,14,1,1,7,14,18,29
globalvoices-v2018q4-d0012-a0008,globalvoices-v2018q4-doc-6b5340ef0c89d631,news,unknown,False,False,False,72,178,False,False,False,252,252,False,False,False,False,False,198.03076780727133,254.09804775193336,50,61,50,61,1,1,41,61,37,122
globalvoices-v2018q4-d0012-a0009,globalvoices-v2018q4-doc-6b5340ef0c89d631,news,unknown,False,False,False,40,92,False,False,False,232,234,False,False,False,False,False,150.67512556910515,377.53443222492933,29,53,29,53,1,1,27,53,22,128
globalvoices-v2018q4-d0012-a0010,globalvoices-v2018q4-doc-6b5340ef0c89d631,news,unknown,False,False,False,40,70,False,False,False,75,75,False,False,False,False,False,140.45446759462357,114.74446483701468,18,15,18,15,1,1,15,16,23,35
globalvoices-v2018q4-d0013-a0001,globalvoices-v2018q4-doc-a95642ee6df83238,news,unknown,False,False,False,33,77,False,False,False,77,78,False,False,False,False,False,113.57749393605629,116.29739233478904,28,22,28,22,1,1,21,20,13,40
globalvoices-v2018q4-d0013-a0002,globalvoices-v2018q4-doc-a95642ee6df83238,news,unknown,False,False,False,109,263,False,False,False,206,206,False,False,False,False,False,317.3462237792846,243.45928342314437,75,42,75,42,1,1,66,41,54,98
globalvoices-v2018q4-d0013-a0003,globalvoices-v2018q4-doc-a95642ee6df83238,news,unknown,False,False,False,55,129,False,False,False,140,140,False,False,False,False,False,174.7365147391101,123.71218327153474,38,28,38,28,1,1,31,27,27,73
globalvoices-v2018q4-d0013-a0004,globalvoices-v2018q4-doc-a95642ee6df83238,news,unknown,False,False,False,41,103,False,False,False,86,86,False,False,False,False,False,169.82584019750357,102.8485106229782,31,19,31,19,1,1,26,17,21,41
globalvoices-v2018q4-d0013-a0005,globalvoices-v2018q4-doc-a95642ee6df83238,news,unknown,False,False,False,55,133,False,False,False,208,208,False,False,False,False,False,192.80747561500175,171.44859085557982,39,42,39,42,1,1,30,42,30,96
globalvoices-v2018q4-d0013-a0006,globalvoices-v2018q4-doc-a95642ee6df83238,news,unknown,False,False,False,43,105,False,False,False,73,73,False,False,False,False,False,156.86203061789274,97.9337330982089,34,18,34,18,1,1,31,17,25,41
globalvoices-v2018q4-d0013-a0007,globalvoices-v2018q4-doc-a95642ee6df83238,news,unknown,False,False,False,26,60,False,False,False,34,34,False,False,False,False,False,116.99914865195753,60.67208755016327,20,9,20,9,1,1,16,9,15,18
globalvoices-v2018q4-d0013-a0008,globalvoices-v2018q4-doc-a95642ee6df83238,news,unknown,False,False,False,16,42,False,False,False,30,30,False,False,False,False,False,85.35915318131447,63.687294483184814,14,4,14,4,1,1,13,4,8,14
globalvoices-v2018q4-d0013-a0009,globalvoices-v2018q4-doc-a95642ee6df83238,news,unknown,False,False,False,46,100,False,False,False,141,141,False,False,False,False,False,165.07728129928,262.7530312985182,29,37,29,37,1,1,27,36,21,79
globalvoices-v2018q4-d0013-a0010,globalvoices-v2018q4-doc-a95642ee6df83238,news,unknown,False,False,False,84,158,False,False,False,131,131,False,False,False,False,False,316.6564463741379,239.7932755947113,55,39,55,39,1,1,46,35,42,74
globalvoices-v2018q4-d0013-a0011,globalvoices-v2018q4-doc-a95642ee6df83238,news,unknown,False,False,False,18,50,False,False,False,24,24,False,False,False,False,False,84.91435996349901,58.56555509567261,14,6,14,6,1,1,12,6,8,13
globalvoices-v2018q4-d0013-a0012,globalvoices-v2018q4-doc-a95642ee6df83238,news,unknown,False,False,False,46,78,False,False,False,99,99,False,False,False,False,False,225.6193636506796,247.35738897323608,33,28,33,28,1,1,26,26,30,59
globalvoices-v2018q4-d0013-a0013,globalvoices-v2018q4-doc-a95642ee6df83238,news,unknown,False,False,False,22,54,False,False,False,43,43,False,False,False,False,False,96.19088622927666,121.00521063804626,15,14,15,14,1,1,14,14,11,24
globalvoices-v2018q4-d0013-a0014,globalvoices-v2018q4-doc-a95642ee6df83238,news,unknown,False,False,False,9,21,False,False,False,7,7,False,False,False,False,False,73.03017783164978,31.659278869628903,7,2,7,2,1,1,6,2,5,5
globalvoices-v2018q4-d0013-a0015,globalvoices-v2018q4-doc-a95642ee6df83238,news,unknown,False,False,False,93,185,False,False,False,134,134,False,False,False,False,False,399.09317175112665,294.7690854035318,68,45,68,45,1,1,60,43,55,76
globalvoices-v2018q4-d0013-a0016,globalvoices-v2018q4-doc-a95642ee6df83238,news,unknown,False,False,False,82,182,False,False,False,129,129,False,False,False,False,False,319.2159681667108,207.13108175992969,59,30,59,30,1,1,51,30,42,72
globalvoices-v2018q4-d0013-a0017,globalvoices-v2018q4-doc-a95642ee6df83238,news,unknown,False,False,False,23,57,False,False,False,24,24,False,False,False,False,False,92.0940710902214,43.046165227890015,14,5,14,5,1,1,14,5,13,13
globalvoices-v2018q4-d0013-a0018,globalvoices-v2018q4-doc-a95642ee6df83238,news,unknown,False,False,False,80,184,False,False,False,112,112,False,False,False,False,False,319.10880778485443,226.4213025718927,57,28,57,28,1,1,49,28,44,60
globalvoices-v2018q4-d0013-a0019,globalvoices-v2018q4-doc-a95642ee6df83238,news,unknown,False,False,False,72,164,False,False,False,148,148,False,False,False,False,False,276.0286160130054,266.1257267445326,49,39,49,39,1,1,42,35,39,76
